MD,AT10,AT20,AT30,AT60,AT90,BFV,BS,CBP1,CBP2,CBP3,CBP4,CBP5,CBP6,CBP7,CBP8,CMFF,CMRP_3MS,DSOZ,DTCO,DTSM,DWAL_WALK2,DWCA_WALK2,DWFE_WALK2,DWGD_WALK2,DWSI_WALK2,DWSU_WALK2,DWTI_WALK2,FACIES,GR,GTEM,HCAL,KSDR,KTIM,MPERMC,PEFZ,PHIE,PR,RACHM,RACLM,RHOZ,RMFA,RPCHM,RPCLM,RWA,SP,SSVE,SVEL,SW,T2_DIST[0],T2_DIST[1],T2_DIST[2],T2_DIST[3],T2_DIST[4],T2_DIST[5],T2_DIST[6],T2_DIST[7],T2_DIST[8],T2_DIST[9],T2_DIST[10],T2_DIST[11],T2_DIST[12],T2_DIST[13],T2_DIST[14],T2_DIST[15],T2_DIST[16],T2_DIST[17],T2_DIST[18],T2_DIST[19],T2_DIST[20],T2_DIST[21],T2_DIST[22],T2_DIST[23],T2_DIST[24],T2_DIST[25],T2_DIST[26],T2_DIST[27],T2_DIST[28],T2_DIST[29],T2LM,TCMR,TENS,TNPH,TVD,TVDSS,UZ,VCL,VPVS,WANH,WCAR,WCLA,WCOA,WEVA,WPYR,WQFM,WSID,DENSITY_MUDLOG,TCMR_FILT,DTCO_FILT,GR_FILT,TNPH_FILT,RHOZ_FILT,UZ_FILT,PEFZ_FILT,TCMR_FILT_DPK,DTCO_FILT_DPK,GR_FILT_DPK,TNPH_FILT_DPK,RHOZ_FILT_DPK,UZ_FILT_DPK,PEFZ_FILT_DPK,ANHYDRITE,BIOTITE,CALCITE,DOLOMITE,HALITE,K-FELDSPAR,MUSCOVITE,OIL,QUARTZ,WATER,FACIES_EXT,FACIES_XGB,FACIES_SVM,FACIES_KM,FACIES_SC,FACIES_HW
5334.762,1129.286,1789.812,1359.779,608.371,612.9203,0.02995,8.5,0.0,0.0,0.00643,0.00406,0.01945,0.01163,0.01967,0.00019,0.03149,0.06144,0.03405,54.74863,94.52572,0.00095,0.3235,0.00077,0.0,0.08475,0.00614,0.0,,23.70348,68.39872,8.56762,0.51281,0.10161,0.08017,4.72105,0.07534,0.24759,6174.933,2190.316,2.644,0.0006,214.2435,352.0166,0.0006,607.9408,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,0.00157,0.00306,0.003,0.00165,0.00039,0.00015,0.00115,0.00449,0.00803,0.00839,0.00529,0.00193,0.00141,0.00357,0.00598,0.00645,0.00432,0.00019,0.0,0.0,0.0,107.1562,0.06144,8443.958,0.08055,5334.543,-5307.543,12.49198,2.84883,1.72654,0.02607,0.77457,0.00478,0.0,0.0,0.0,0.19418,0.00039,,0.0617,54.83486,22.76866,0.08111,2.63731,12.31904,4.66656,0.0617,54.83486,22.76866,0.00081,2.63731,12.31904,4.66656,0.0,0.0,0.8066,0.0,0.0,0.07105,0.0,0.0,0.06066,0.0617,3.0,3.0,2.0,4.0,8.0,3.0
5334.9144,1295.978,1669.691,1480.452,645.4383,589.665,0.02831,8.5,0.0,0.00044,0.00863,0.0026,0.01663,0.01253,0.02404,0.0004,0.03697,0.06483,0.02219,54.98947,94.53165,0.0,0.31343,0.0,0.0,0.09798,0.00691,0.0,,22.53172,68.39872,8.56764,0.92826,0.29138,0.00361,4.72377,0.07386,0.24428,6174.933,2190.316,2.64944,0.00057,218.3387,376.2218,0.00057,605.5649,,,1.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0003,0.00053,0.00127,0.00244,0.00307,0.00259,0.0012,0.00017,3e-05,0.00049,0.00355,0.00719,0.00784,0.00504,0.00202,0.00192,0.00451,0.00719,0.00764,0.0052,0.00057,0.0,0.0,0.0,114.5717,0.06527,8421.022,0.07838,5334.6954,-5307.6954,12.52321,1.94747,1.71909,0.02936,0.74488,1e-05,0.0,0.0,0.0,0.22575,0.0,,0.06352,54.84123,22.70002,0.07848,2.63883,12.26497,4.64356,0.06352,54.84123,22.70002,0.00078,2.63883,12.26497,4.64356,0.1038,0.0,0.70374,0.0,0.0,0.07551,0.0,0.0,0.05343,0.06352,3.0,3.0,2.0,4.0,8.0,3.0
5335.0668,1558.915,1712.043,1470.607,691.0458,617.8259,0.02777,8.5,0.0,0.0022,0.00842,0.00264,0.01451,0.01075,0.02678,0.00149,0.03902,0.06458,0.02475,55.08849,94.60593,6e-05,0.29308,0.0,0.0,0.12081,0.00854,0.0001,3.0,21.78431,68.39872,8.56004,1.05904,0.39293,0.01432,4.64122,0.07505,0.24349,6174.933,2190.316,2.64065,0.00058,219.3901,363.7184,0.00058,606.8742,,,1.0,0.0,0.0,2e-05,0.0002,0.00036,0.00053,0.00096,0.00127,0.00169,0.00216,0.00227,0.00193,0.0012,0.00059,0.00048,0.00098,0.00332,0.00599,0.00634,0.00405,0.00184,0.00223,0.00487,0.00743,0.0079,0.00576,0.00164,9e-05,0.0,0.0,115.3411,0.06679,8706.822,0.07862,5334.8478,-5307.8478,12.26623,1.37255,1.71734,0.03627,0.68465,0.00032,0.0,0.0,0.0,0.27876,0.0,,0.06505,55.07985,22.30357,0.0766,2.63934,12.03065,4.55378,0.06505,55.07985,22.30357,0.00077,2.63934,12.03065,4.55378,0.09921,0.0,0.66954,0.0,0.0,0.06754,0.0,0.0,0.09866,0.06505,3.0,3.0,2.0,4.0,8.0,3.0
5335.2192,1823.336,1949.97,1761.325,906.5415,678.9296,0.02964,8.5,0.001,0.00536,0.00488,0.00562,0.01278,0.00913,0.02383,0.00337,0.03633,0.05961,0.0216,54.79506,94.86004,0.00025,0.27417,0.0,0.0,0.14218,0.00944,0.0004,,22.12518,68.39872,8.55248,0.61452,0.2623,0.01916,4.45944,0.07152,0.24962,6174.933,2190.316,2.63083,0.00053,208.3587,363.7062,0.00053,611.2489,,,1.0,0.0,0.0,4e-05,0.00054,0.00096,0.00126,0.00159,0.00169,0.00161,0.00146,0.00136,0.00134,0.00136,0.00127,0.00126,0.00177,0.0033,0.00492,0.00493,0.00317,0.00169,0.00235,0.00475,0.00702,0.00756,0.00596,0.00276,0.00024,0.0,0.0,95.56816,0.06597,8598.027,0.07415,5335.0002,-5308.0002,11.74493,1.63475,1.73118,0.04008,0.63077,0.00127,0.0,0.0,0.0,0.32788,0.0,,0.06597,55.19868,21.79652,0.07377,2.63833,11.67919,4.42239,0.06597,55.19868,21.79652,0.00074,2.63833,11.67919,4.42239,0.13784,0.0,0.59218,0.0,0.0,0.06008,0.0,0.0,0.14393,0.06597,3.0,3.0,2.0,4.0,8.0,3.0
5335.3716,1834.298,1550.762,1652.835,1051.47,734.0381,0.03011,8.5,0.00125,0.00615,0.004,0.00636,0.01235,0.00872,0.02309,0.00384,0.03565,0.05837,0.00737,55.77758,94.61102,0.00037,0.26382,0.0,0.0,0.15417,0.00935,0.00058,,21.37315,68.39872,8.55246,0.61451,0.26229,0.03436,4.2234,0.06935,0.23364,6174.933,2190.316,2.63176,0.00049,197.431,351.9797,0.00049,611.7499,,,1.0,0.0,0.0,0.00014,0.00094,0.0016,0.00198,0.00201,0.00168,0.00118,0.00083,0.00072,0.00094,0.00136,0.0018,0.00209,0.00249,0.0034,0.00433,0.00414,0.00273,0.00167,0.00235,0.0044,0.00634,0.00692,0.00583,0.00346,0.00048,0.0,0.0,90.61859,0.06577,8578.007,0.07129,5335.1526,-5308.1526,11.12691,1.05627,1.69622,0.03969,0.60324,0.00185,0.0,0.0,0.0,0.35522,0.0,,0.06633,55.2558,21.9403,0.07133,2.63736,11.30322,4.28194,0.06633,55.2558,21.9403,0.00071,2.63736,11.30322,4.28194,0.05606,0.01264,0.61428,0.02303,0.0,0.04227,0.0,0.0,0.18539,0.06633,3.0,3.0,2.0,4.0,8.0,3.0
5335.524,1347.661,1152.78,841.9389,657.1541,558.3258,0.03202,8.5,0.00217,0.00727,0.00257,0.00622,0.01379,0.0087,0.02103,0.0043,0.03402,0.0566,0.00226,55.34278,94.42429,0.00045,0.26371,0.0,0.00045,0.15431,0.00913,0.00071,,21.16823,68.39872,8.55251,0.48526,0.211,0.16036,4.0641,0.06472,0.23836,6174.933,2190.316,2.63899,0.00043,178.4806,294.8892,0.00043,611.2495,,,1.0,0.0,0.0,0.0004,0.00131,0.00204,0.00239,0.00223,0.00156,0.00077,0.00054,0.00047,0.00061,0.00088,0.00169,0.00256,0.00324,0.00396,0.00446,0.00399,0.00265,0.00176,0.0024,0.0042,0.00585,0.00634,0.00541,0.0034,0.00088,2e-05,0.0,81.39524,0.06604,8634.954,0.0664,5335.305,-5308.305,10.73467,0.89864,1.70617,0.03877,0.60369,0.00225,0.0,0.0,0.0,0.3553,0.0,,0.06693,55.14617,22.93928,0.06983,2.63795,11.0197,4.17382,0.06693,55.14617,22.93928,0.0007,2.63795,11.0197,4.17382,0.09591,0.0,0.57074,0.0,0.0,0.04853,0.0,0.0,0.2179,0.06693,3.0,3.0,2.0,4.0,8.0,3.0
5335.6764,584.6456,561.731,507.6593,392.3578,395.92,0.03557,8.5,0.00371,0.00947,0.00047,0.0056,0.01631,0.00949,0.01716,0.00489,0.03153,0.05392,0.00228,55.27507,94.5268,0.00106,0.27154,0.0004,0.93219,0.14561,0.00615,0.00086,,23.25064,68.39872,8.56763,0.35601,0.1597,0.24005,4.02156,0.06324,0.24019,6174.933,2190.316,2.64459,0.00042,166.3343,272.5737,0.00042,610.1887,,,1.0,0.0,2e-05,0.00088,0.00199,0.00291,0.00328,0.00285,0.00157,0.00015,0.00011,9e-05,0.00012,0.00018,0.00114,0.00303,0.00428,0.0049,0.0049,0.00416,0.00303,0.00236,0.00274,0.00383,0.0048,0.00502,0.00437,0.00306,0.00144,0.00019,1e-05,64.51119,0.0671,8540.058,0.06619,5335.4574,-5308.4574,10.64336,2.50049,1.71012,0.02611,0.63478,0.0053,0.0,0.0,0.0,0.33381,0.0,,0.06825,55.07096,24.84881,0.0714,2.64055,10.89971,4.12438,0.06825,55.07096,24.84881,0.00071,2.64055,10.89971,4.12438,0.0,0.0,0.67093,0.0,0.0,0.06888,0.0,0.0,0.19194,0.06825,0.0,3.0,2.0,4.0,8.0,3.0
5335.8288,329.4481,366.4677,333.7923,268.0789,279.0894,0.03837,8.5,0.00437,0.01162,0.00062,0.00399,0.01776,0.01282,0.01406,0.00451,0.03139,0.05376,0.01412,54.54035,94.63017,0.00418,0.28343,0.0025,0.73045,0.12766,0.00286,0.00104,,26.77919,68.39872,8.56757,0.25876,0.15843,0.09662,4.10059,0.06572,0.25129,6174.933,2190.316,2.64358,0.00048,150.7378,236.4114,0.00048,611.6249,,,1.0,0.0,6e-05,0.00109,0.00236,0.00345,0.00393,0.00344,0.00188,0.0,0.0,0.0,0.0,0.0,0.0005,0.00247,0.00429,0.00538,0.00566,0.00507,0.00397,0.00314,0.0031,0.00365,0.00419,0.00423,0.00366,0.00262,0.00137,0.00029,0.0,52.27322,0.06975,8606.747,0.07112,5335.6098,-5308.6098,10.84865,5.21476,1.73505,0.01214,0.67782,0.02103,0.0,0.0,0.0,0.28901,0.0,,0.06906,54.90033,26.92509,0.07502,2.64305,10.96275,4.14446,0.06906,54.90033,26.92509,0.00075,2.64305,10.96275,4.14446,0.0,0.0,0.6582,0.0,0.0,0.08216,0.0,0.0,0.19057,0.06906,0.0,3.0,2.0,4.0,8.0,3.0
5335.9812,222.4506,264.3321,239.5912,193.7428,217.1701,0.04048,8.5,0.0047,0.01277,0.00073,0.00229,0.01998,0.01442,0.0143,0.00337,0.03209,0.0551,0.01187,54.41901,95.27102,0.00713,0.29238,0.00397,0.54039,0.11373,0.0,0.00099,,31.67285,68.39872,8.54492,0.26203,0.17849,0.04159,4.21223,0.07171,0.25786,6174.933,2190.316,2.64383,0.00062,135.4098,204.4688,0.00062,611.5612,,,1.0,0.0,0.00013,0.00115,0.00243,0.00354,0.00408,0.00366,0.00216,0.00018,0.0,1e-05,0.0,0.0,0.0001,0.00169,0.00393,0.00563,0.00646,0.00611,0.00489,0.00372,0.00326,0.0035,0.00386,0.00383,0.00325,0.00226,0.00106,0.00019,0.0,48.59573,0.07257,8401.063,0.08198,5335.7621,-5308.7621,11.14498,8.97912,1.75069,0.0,0.7115,0.03583,0.0,0.0,0.0,0.25267,0.0,,0.06975,54.91929,29.3483,0.0817,2.64515,11.13165,4.20518,0.06975,54.91929,29.3483,0.00082,2.64515,11.13165,4.20518,0.0,0.0,0.68942,0.0,0.0,0.04832,0.0,0.0,0.19251,0.06975,3.0,0.0,2.0,4.0,8.0,3.0
5336.1336,209.7204,239.2698,207.7554,166.7309,189.7547,0.03911,8.5,0.00425,0.01085,0.00142,0.00216,0.02044,0.01527,0.0127,0.00276,0.03073,0.05474,0.01187,54.92442,95.46033,0.00679,0.29848,0.00389,0.00067,0.1071,0.0,0.00065,,31.75452,68.39872,8.54485,0.24215,0.1534,0.00826,4.32383,0.07731,0.25257,6174.933,2190.316,2.64428,0.00072,105.8548,165.7426,0.00072,610.751,,,1.0,6e-05,0.00028,0.00112,0.00222,0.00315,0.00364,0.00336,0.00225,0.00067,0.00016,0.00015,8e-05,5e-05,5e-05,0.00127,0.00359,0.00574,0.00702,0.00684,0.00545,0.00399,0.00322,0.00331,0.00363,0.0036,0.00301,0.002,0.00078,0.0,0.0,50.06784,0.06984,8440.95,0.08942,5335.9145,-5308.9145,11.44208,9.04194,1.73803,0.0,0.7279,0.03412,0.0,0.0,0.0,0.23799,0.0,,0.0718,55.15731,30.98365,0.08945,2.64481,11.3266,4.27937,0.0718,55.15731,30.98365,0.00089,2.64481,11.3266,4.27937,0.03587,0.0,0.645,0.0,0.0,0.11635,0.0,0.0,0.13098,0.0718,3.0,0.0,2.0,4.0,8.0,3.0
5336.286,197.5282,231.6204,194.7508,150.7074,174.5393,0.03992,8.5,0.00421,0.00849,0.00392,0.00295,0.02034,0.01544,0.01169,0.00243,0.02955,0.05677,0.0,55.4376,98.61662,0.00494,0.29398,0.00273,0.0,0.1157,0.0,0.00042,,33.28428,68.39872,8.56757,0.22228,0.1283,0.01822,4.36767,0.08343,0.26899,6174.933,2190.316,2.64945,0.00086,100.5192,153.4835,0.00086,611.1871,,,1.0,0.00025,0.00057,0.0011,0.00179,0.0023,0.00263,0.0026,0.00218,0.00156,0.0008,0.00067,0.00041,0.00022,0.00021,0.0015,0.00345,0.0056,0.00704,0.007,0.00564,0.00411,0.00317,0.00309,0.00329,0.00322,0.00267,0.00176,0.00066,1e-05,1e-05,48.80351,0.06947,8528.923,0.09981,5336.0669,-5309.0669,11.57916,10.21867,1.77888,0.0,0.7158,0.02485,0.0,0.0,0.0,0.25935,0.0,,0.0773,55.91391,31.57173,0.09784,2.64058,11.4533,4.33378,0.0773,55.91391,31.57173,0.00098,2.64058,11.4533,4.33378,0.0,0.01988,0.65614,0.04034,0.0,0.1094,0.0,0.0,0.09694,0.0773,3.0,0.0,2.0,4.0,8.0,3.0
5336.4384,199.5773,211.9646,176.2673,142.0357,155.5285,0.04502,8.5,0.00413,0.0082,0.00803,0.00366,0.02101,0.0159,0.01417,0.00225,0.03232,0.06501,0.0081,56.46515,99.79951,0.00283,0.28619,0.0015,0.0,0.12829,0.00046,0.0003,,31.42739,68.39872,8.55244,0.21729,0.12722,0.02767,4.39251,0.08901,0.26458,6174.933,2190.316,2.6429,0.00095,102.0559,158.1465,0.00095,611.0626,,,1.0,0.00033,0.00056,0.00089,0.00145,0.00204,0.00257,0.00291,0.00299,0.00277,0.00226,0.00163,0.00084,0.0003,0.00031,0.00146,0.0036,0.00598,0.00746,0.00724,0.0057,0.00419,0.00366,0.00403,0.00449,0.00436,0.00343,0.00192,0.00038,0.0,0.0,46.64066,0.07735,8339.096,0.10494,5336.2193,-5309.2193,11.61815,8.7903,1.76745,0.00196,0.6933,0.01425,0.0,0.0,0.0,0.29049,0.0,,0.08847,57.28303,30.19082,0.10531,2.62682,11.48794,4.36817,0.08847,57.28303,30.19082,0.00105,2.62682,11.48794,4.36817,0.07945,0.00519,0.60754,0.01499,0.0,0.11575,0.0,0.0,0.08862,0.08847,2.0,0.0,2.0,4.0,8.0,3.0
5336.5908,182.9072,175.8659,149.8762,134.3304,133.314,0.05288,8.5,0.00184,0.01234,0.01205,0.00285,0.0238,0.01849,0.02356,0.00232,0.04437,0.08307,0.02764,58.32336,101.169,0.00024,0.28131,0.0001,0.0,0.13873,0.0,7e-05,,29.7196,68.39872,8.56007,1.09326,0.62972,0.02015,4.37266,0.09803,0.25111,6174.933,2190.316,2.62245,0.00112,102.5808,158.1512,0.00112,609.2502,,,1.0,0.00014,0.00024,0.00042,0.00108,0.00216,0.00324,0.00404,0.00435,0.00408,0.0033,0.00217,0.00099,0.00028,0.00035,0.0016,0.00393,0.00642,0.00787,0.00763,0.00629,0.00533,0.0056,0.00666,0.00737,0.00693,0.0052,0.00265,0.00029,0.0,0.0,55.2739,0.09725,8456.984,0.11304,5336.3717,-5309.3717,11.48214,7.47662,1.73462,0.0,0.68173,0.00118,0.0,0.0,0.0,0.31709,0.0,,0.10512,59.38703,27.88676,0.11768,2.60085,11.4565,4.39726,0.10512,59.38703,27.88676,0.00118,2.60085,11.4565,4.39726,0.01733,0.0,0.70074,0.0,0.0,0.10562,0.0,0.0,0.07118,0.10512,2.0,0.0,2.0,4.0,8.0,3.0
5336.7432,162.2146,136.5463,117.6251,114.9167,101.5979,0.05838,8.5,0.0013,0.01506,0.01394,0.00478,0.02331,0.02805,0.03756,0.00447,0.07007,0.1121,0.04478,61.26462,103.7899,0.0,0.28316,0.0,0.0,0.13696,0.0,0.0,,24.76832,68.39872,8.56765,8.16814,5.64685,0.01218,4.38418,0.11123,0.23263,6174.933,2190.316,2.57504,0.00133,95.89833,149.0548,0.00133,607.1251,,,1.0,1e-05,2e-05,0.0001,0.00079,0.00236,0.00389,0.00494,0.00522,0.00471,0.00362,0.00231,0.00117,0.00065,0.00094,0.00221,0.00431,0.0065,0.00786,0.00798,0.00746,0.00752,0.00868,0.01021,0.0109,0.00999,0.00748,0.00404,0.00085,1e-05,0.0,72.63972,0.12846,8456.982,0.11933,5336.5241,-5309.5241,11.31818,3.66794,1.69413,0.0,0.68669,0.0,0.0,0.0,0.0,0.31331,0.0,,0.12342,61.84471,25.27574,0.13452,2.5618,11.46477,4.46516,0.12342,61.84471,25.27574,0.00135,2.5618,11.46477,4.46516,0.04696,0.0,0.68335,0.0,0.0,0.09375,0.0,0.0,0.05251,0.12342,2.0,0.0,2.0,4.0,8.0,4.0
5336.8956,126.5158,106.1379,93.02099,93.12162,82.87679,0.05999,8.5,0.00127,0.01455,0.01179,0.00913,0.02325,0.03656,0.0483,0.00822,0.09308,0.13725,0.04187,65.4444,106.6681,0.0,0.28684,0.0,0.0,0.13266,0.0,0.0,,20.2342,68.39872,8.55625,34.43298,21.82024,0.0045,4.4693,0.14699,0.19817,6174.933,2190.316,2.51443,0.00217,86.92474,137.1542,0.00217,607.3754,,,1.0,1e-05,0.0,3e-05,0.00064,0.00245,0.00409,0.00504,0.00507,0.00428,0.00308,0.002,0.00144,0.00155,0.0023,0.00343,0.00478,0.00616,0.00728,0.00808,0.00887,0.0102,0.01205,0.01358,0.01386,0.01243,0.00948,0.00571,0.00206,0.0002,4e-05,96.0461,0.15307,8384.049,0.1513,5336.6765,-5309.6765,11.28487,0.18015,1.6299,0.0,0.69659,0.0,0.0,0.0,0.0,0.30341,0.0,,0.13775,64.46973,23.63491,0.15292,2.51709,11.57507,4.58575,0.13775,64.46973,23.63491,0.00153,2.51709,11.57507,4.58575,0.13749,0.0,0.6053,0.0,0.0,0.08985,0.0,0.0,0.0296,0.13775,2.0,2.0,2.0,1.0,7.0,4.0
5337.048,195.4857,184.5234,155.2575,133.7497,115.7415,0.0576,8.5,0.0012,0.01253,0.00767,0.01443,0.02177,0.04135,0.05068,0.01137,0.10339,0.14726,0.04261,67.72601,112.2813,0.0,0.28664,0.0,0.0,0.13289,0.0,0.0,,20.22918,68.39872,8.52971,35.61294,21.65033,0.01384,4.70714,0.17962,0.21405,6174.933,2190.316,2.4542,0.00324,69.03387,111.6015,0.00324,608.0632,,,1.0,0.0,0.0,5e-05,0.00062,0.00238,0.00375,0.0043,0.00389,0.0028,0.00168,0.00118,0.00162,0.00284,0.00426,0.00519,0.00552,0.0057,0.00629,0.00768,0.0098,0.01224,0.01432,0.01535,0.0149,0.01306,0.0102,0.00684,0.00351,0.00085,0.00018,115.0386,0.16099,8464.0,0.18401,5336.8289,-5309.8289,11.62053,0.17629,1.65788,0.0,0.69607,0.0,0.0,0.0,0.0,0.30393,0.0,,0.14246,66.15393,23.0365,0.1645,2.47775,11.78002,4.73548,0.14246,66.15393,23.0365,0.00165,2.47775,11.78002,4.73548,0.0,0.03728,0.72719,0.0,0.0001,0.05367,0.0,0.0,0.03931,0.14246,3.0,2.0,2.0,1.0,7.0,4.0
5337.2004,480.971,403.5182,371.357,262.6423,190.6041,0.0527,8.5,0.00087,0.01046,0.00406,0.01806,0.01924,0.04038,0.04352,0.0124,0.09631,0.13767,0.053,69.59024,113.9699,4e-05,0.28239,0.0,0.0,0.13781,0.0,7e-05,,23.22327,68.39872,8.5222,36.7929,21.48042,0.02366,4.99548,0.18959,0.20274,6174.933,2190.316,2.41933,0.00378,70.88358,106.8462,0.00378,608.8152,,,1.0,0.0,0.0,1e-05,0.00037,0.00205,0.00333,0.0037,0.00306,0.00181,0.00071,0.00052,0.00156,0.00346,0.00528,0.00608,0.00573,0.00506,0.00521,0.00676,0.00931,0.01185,0.01341,0.01357,0.01246,0.0105,0.00816,0.00578,0.00357,0.00179,0.00069,120.6644,0.149,8463.929,0.19692,5336.9813,-5309.9813,12.16962,2.47944,1.63774,0.0,0.68462,0.00021,0.0,0.0,0.0,0.31517,0.0,,0.13436,66.74098,24.14103,0.1673,2.45827,12.034,4.8695,0.13436,66.74098,24.14103,0.00167,2.45827,12.034,4.8695,0.0,0.04169,0.71635,0.0,0.0431,0.0645,0.0,0.0,0.0,0.13436,3.0,2.0,2.0,6.0,7.0,4.0
5337.3528,457.219,431.1307,384.5665,247.4057,190.7607,0.04835,8.5,0.00037,0.00957,0.00387,0.01628,0.01827,0.03226,0.02964,0.01051,0.07241,0.11083,0.05206,66.74437,119.1043,5e-05,0.28571,0.0,0.0,0.13391,0.0,8e-05,,26.72753,68.39872,8.52208,9.45701,4.75985,0.01291,5.12131,0.16743,0.27109,6174.933,2190.316,2.42575,0.00312,78.17235,153.4165,0.00312,610.8719,,,1.0,0.0,0.0,0.0,0.00012,0.00165,0.00298,0.00341,0.0028,0.00152,0.00037,0.00023,0.00108,0.00299,0.00488,0.00578,0.0055,0.0048,0.00479,0.00601,0.00803,0.00984,0.01062,0.01019,0.00892,0.00726,0.0056,0.00413,0.00288,0.00189,0.00113,105.5384,0.12076,8411.079,0.17095,5337.1337,-5310.1337,12.50688,5.17502,1.78449,0.0,0.69357,0.00026,0.0,0.0,0.0,0.30617,0.0,,0.1173,65.7391,26.75009,0.1578,2.46756,12.29618,4.95648,0.1173,65.7391,26.75009,0.00158,2.46756,12.29618,4.95648,0.0,0.04813,0.72472,0.0,0.03535,0.0745,0.0,0.0,0.0,0.1173,3.0,2.0,2.0,1.0,7.0,4.0
5337.5052,201.8738,188.1673,192.6469,124.7565,103.3764,0.04026,8.5,0.00028,0.00869,0.00249,0.0119,0.0169,0.02345,0.01728,0.007,0.04772,0.07901,0.0423,64.19987,116.4906,0.0027,0.29564,0.00145,0.0,0.11772,0.0,0.0,,30.29095,68.39872,8.54475,1.05637,0.47746,0.01282,5.05427,0.13031,0.28189,6174.933,2190.316,2.47762,0.002,71.85879,114.1339,0.002,610.875,,,1.0,0.0,0.0,0.0,0.0,0.00129,0.00264,0.00312,0.00257,0.00133,0.00019,9e-05,0.00054,0.00222,0.004,0.00495,0.00486,0.00436,0.00437,0.00528,0.00667,0.00768,0.00772,0.00686,0.00556,0.00427,0.00322,0.00249,0.002,0.00166,0.00141,85.76159,0.08798,8457.947,0.13332,5337.2861,-5310.2861,12.58811,7.91612,1.8145,0.0,0.72027,0.01356,0.0,0.0,0.0,0.26617,0.0,,0.0969,63.81321,30.04305,0.14016,2.50063,12.4869,4.97374,0.0969,63.81321,30.04305,0.0014,2.50063,12.4869,4.97374,0.0,0.04025,0.74992,0.0,0.02235,0.09059,0.0,0.0,0.0,0.0969,4.0,2.0,2.0,1.0,7.0,4.0
5337.6576,117.1295,91.5192,92.28785,83.64494,76.62049,0.03239,8.5,0.00023,0.00707,0.00183,0.01008,0.01319,0.01975,0.01006,0.00556,0.03537,0.06047,0.04025,60.43501,110.0835,0.00459,0.30685,0.00262,0.0,0.10122,0.0,0.0,,33.27952,68.39872,8.54478,0.67922,0.31536,0.00776,4.90419,0.09253,0.28429,6174.933,2190.316,2.56088,0.00106,81.71358,119.4815,0.00106,607.2527,,,1.0,0.0,0.0,0.0,0.0,0.00098,0.00219,0.0026,0.0021,0.00098,1e-05,3e-05,0.00035,0.00184,0.00334,0.00405,0.00385,0.00344,0.00364,0.00464,0.00584,0.00636,0.00585,0.0046,0.0032,0.0021,0.00147,0.00127,0.00133,0.0015,0.00164,78.51105,0.06776,8322.103,0.10378,5337.4385,-5310.4385,12.59575,10.21502,1.82152,0.0,0.75042,0.02307,0.0,0.0,0.0,0.22651,0.0,,0.07866,60.86084,33.32397,0.12005,2.54442,12.56571,4.92619,0.07866,60.86084,33.32397,0.0012,2.54442,12.56571,4.92619,0.0,0.02444,0.77838,0.0,0.0,0.11852,0.0,0.0,0.0,0.07866,2.0,0.0,2.0,1.0,8.0,3.0
5337.81,138.2887,100.2388,101.9789,85.13976,75.37158,0.02639,8.5,0.00016,0.00475,0.00158,0.01023,0.00966,0.01999,0.00687,0.00574,0.0326,0.05407,0.04389,58.09654,106.282,0.00595,0.30974,0.00354,0.0,0.09532,0.0,0.00024,,36.69397,68.39872,8.55626,0.30208,0.15325,0.01197,4.79347,0.08043,0.28694,6174.933,2190.316,2.61956,0.00085,84.24593,126.9315,0.00085,605.3757,,,1.0,0.0,0.0,0.0,0.0,0.00069,0.00154,0.00177,0.00133,0.00053,0.0,0.00017,0.00097,0.00238,0.00339,0.00335,0.00252,0.00197,0.00263,0.00433,0.00599,0.0065,0.00558,0.00385,0.00214,0.00101,0.00058,0.00072,0.00117,0.00171,0.00214,88.03114,0.05898,8552.911,0.09584,5337.5908,-5310.5908,12.57416,12.84152,1.8294,0.0,0.75819,0.02992,0.0,0.0,0.0,0.21189,0.0,,0.06608,58.43807,35.40021,0.10592,2.58374,12.55889,4.85196,0.06608,58.43807,35.40021,0.00106,2.58374,12.55889,4.85196,0.0,0.01261,0.78573,0.0,0.0,0.13558,0.0,0.0,0.0,0.06608,2.0,0.0,0.0,4.0,8.0,3.0
