seed,measurement_ratio,method,sample_id,rmse,mae,relative_l2,support_f1,m
7,0.3,ml_only_torch,6,0.5449342695603819,0.4521777860408732,0.7245830358918665,,38
7,0.3,hybrid_lfista_frozen,6,0.46175323443165217,0.36593289333958373,0.6139796653040225,0.09022556390968692,38
7,0.3,hybrid_lfista_joint,6,0.4615206026021214,0.36536819000010573,0.6136703416172915,0.08955223880588327,38
7,0.3,ml_only_torch,7,0.3437460581409294,0.26081128081188365,0.5377265128239503,,38
7,0.3,hybrid_lfista_frozen,7,0.3111560322913241,0.24414903949714561,0.48674550362277447,0.09302325581386334,38
7,0.3,hybrid_lfista_joint,7,0.31099804575635825,0.24409257936845596,0.4864983631930638,0.09160305343502569,38
7,0.3,ml_only_torch,8,0.4977985872367514,0.42533034617718096,0.6029623807314148,,38
7,0.3,hybrid_lfista_frozen,8,0.4263507493030669,0.36529174248781704,0.5164206356096718,0.09022556390968692,38
7,0.3,hybrid_lfista_joint,8,0.4260866393473637,0.36466691150773034,0.5161007303874621,0.08955223880588327,38
7,0.3,ml_only_torch,9,0.4563618578590142,0.3794741003822542,0.7719070774803877,,38
7,0.3,hybrid_lfista_frozen,9,0.4214463989072148,0.34403824132647054,0.7128497977927059,0.08955223880588327,38
7,0.3,hybrid_lfista_joint,9,0.42138282730681037,0.3439619465662508,0.7127422704710557,0.09022556390968692,38
7,0.3,ml_only_torch,10,0.36182447000259177,0.29964298381952315,0.4779476979883331,,38
7,0.3,hybrid_lfista_frozen,10,0.2888106951083334,0.23676201449404083,0.381501026949475,0.09090909090900273,38
7,0.3,hybrid_lfista_joint,10,0.2886512586634379,0.23651601508014913,0.38129042128808155,0.09022556390968692,38
7,0.3,ml_only_torch,11,0.3986719208202163,0.3096276140703137,0.6170678959325788,,38
7,0.3,hybrid_lfista_frozen,11,0.3458163351961535,0.26636056809651415,0.5352575568893311,0.09022556390968692,38
7,0.3,hybrid_lfista_joint,11,0.34565751661109595,0.26614647850157636,0.535011736090327,0.09022556390968692,38
7,0.3,ml_only_torch,12,0.5675680638275277,0.4405961752725655,0.7805490086045717,,38
7,0.3,hybrid_lfista_frozen,12,0.5176123912364708,0.4023499289117504,0.7118473793195012,0.09022556390968692,38
7,0.3,hybrid_lfista_joint,12,0.5174536508350884,0.40234061909912006,0.7116290712947526,0.08955223880588327,38
7,0.3,ml_only_torch,13,0.3430437747481879,0.2707983470002895,0.49924755402324805,,38
7,0.3,hybrid_lfista_frozen,13,0.29155759272452997,0.23969232184410055,0.4243173196525027,0.09090909090900273,38
7,0.3,hybrid_lfista_joint,13,0.2913226004896641,0.2394756985998884,0.42397532452795217,0.09022556390968692,38
