seed,measurement_ratio,method,rmse_mean,mae_mean,relative_l2_mean,support_f1_mean,n_test_samples,method_label
7,0.05,ae_regression_ub,0.020278161203148,0.016928427534484595,0.2726252464982124,,25,"AE [u,b]"
7,0.05,measurement_only_csgm,0.041434811002254025,0.03380591311868046,0.6466430954699247,,25,Measurement-only CSGM
7,0.05,ml_only,0.0267338393226332,0.021741003096511648,0.37094479811696024,,25,ML only
7,0.05,mlp_concat_ub,0.2816689822577442,0.22409291876214993,4.024138755882316,,25,"MLP [u,b]"
7,0.05,pca_regression_ub,0.18572858949217244,0.15473188682413494,2.6761989108594872,,25,"PCA [u,b]"
7,0.05,ridge_prior_csgm,0.01575314467255678,0.012777170022345288,0.21599387363634637,,25,CLP-CSGM Ridge
7,0.05,ridge_prior_only_decoder,0.016846363327139523,0.013827090800698638,0.23175574851590774,,25,Prior-only Ridge
7,0.1,ae_regression_ub,0.029097892047470663,0.025605820721180034,0.4403475930372289,,25,"AE [u,b]"
7,0.1,measurement_only_csgm,0.03293181032099734,0.025897224391643107,0.5068941610003751,,25,Measurement-only CSGM
7,0.1,ml_only,0.0267338393226332,0.021741003096511648,0.37094479811696024,,25,ML only
7,0.1,mlp_concat_ub,0.2801709829461597,0.22239511600113177,4.011601365703989,,25,"MLP [u,b]"
7,0.1,pca_regression_ub,0.2069550174041991,0.16663954896431593,2.8982631476662557,,25,"PCA [u,b]"
7,0.1,ridge_prior_csgm,0.016252718718193733,0.01333844767225233,0.22389492874253356,,25,CLP-CSGM Ridge
7,0.1,ridge_prior_only_decoder,0.016846363327139523,0.013827090800698638,0.23175574851590774,,25,Prior-only Ridge
7,0.2,ae_regression_ub,0.021622823051833162,0.01826204764910961,0.30060770032268025,,25,"AE [u,b]"
7,0.2,measurement_only_csgm,0.02301785577939161,0.017429906021268086,0.3242825576198254,,25,Measurement-only CSGM
7,0.2,ml_only,0.0267338393226332,0.021741003096511648,0.37094479811696024,,25,ML only
7,0.2,mlp_concat_ub,0.27431758911240556,0.22140138460354103,3.7906480422450097,,25,"MLP [u,b]"
7,0.2,pca_regression_ub,0.1949192889387037,0.15527295926902152,2.79210257377398,,25,"PCA [u,b]"
7,0.2,ridge_prior_csgm,0.013278761542119513,0.010617591738654075,0.17892579976170395,,25,CLP-CSGM Ridge
7,0.2,ridge_prior_only_decoder,0.016846363327139523,0.013827090800698638,0.23175574851590774,,25,Prior-only Ridge
23,0.05,ae_regression_ub,0.022304374299478652,0.018589068183087046,0.30952087669078393,,25,"AE [u,b]"
23,0.05,measurement_only_csgm,0.032768185330555324,0.026678019182242177,0.5064432317292149,,25,Measurement-only CSGM
23,0.05,ml_only,0.024059482830271282,0.019606221165880174,0.32703852664579947,,25,ML only
