seed,measurement_ratio,method,rmse_mean,mae_mean,relative_l2_mean,support_f1_mean,n_test_samples,method_label
23,0.05,mlp_concat_ub,0.22297371443047545,0.17656851060596426,3.090255031146881,,25,"MLP [u,b]"
23,0.05,pca_regression_ub,0.14286734378911717,0.11548641747617751,2.099648660895688,,25,"PCA [u,b]"
23,0.05,ridge_prior_csgm,0.01437712180993982,0.011664419190277893,0.19706914725117514,,25,CLP-CSGM Ridge
23,0.05,ridge_prior_only_decoder,0.01590371239557688,0.012947789123073206,0.21909991580009514,,25,Prior-only Ridge
23,0.1,ae_regression_ub,0.020907416648513033,0.017443308405855392,0.28259247761018375,,25,"AE [u,b]"
23,0.1,measurement_only_csgm,0.02545211313103724,0.019466484255131592,0.37060638264979723,,25,Measurement-only CSGM
23,0.1,ml_only,0.024059482830271282,0.019606221165880174,0.32703852664579947,,25,ML only
23,0.1,mlp_concat_ub,0.21535801600097226,0.1748950776169219,3.029970938900895,,25,"MLP [u,b]"
23,0.1,pca_regression_ub,0.2197890301502447,0.1761819500520938,3.1331342334927617,,25,"PCA [u,b]"
23,0.1,ridge_prior_csgm,0.014170197209193052,0.01150751666319782,0.19328183841951538,,25,CLP-CSGM Ridge
23,0.1,ridge_prior_only_decoder,0.01590371239557688,0.012947789123073206,0.21909991580009514,,25,Prior-only Ridge
23,0.2,ae_regression_ub,0.020525836856634106,0.0173117891038827,0.2878614536923805,,25,"AE [u,b]"
23,0.2,measurement_only_csgm,0.02217458026599406,0.017078338018146743,0.29448390862969626,,25,Measurement-only CSGM
23,0.2,ml_only,0.024059482830271282,0.019606221165880174,0.32703852664579947,,25,ML only
23,0.2,mlp_concat_ub,0.26141797698141545,0.21131285784543852,3.700969833147768,,25,"MLP [u,b]"
23,0.2,pca_regression_ub,0.1356935307808325,0.10864605069134088,1.9974001335134333,,25,"PCA [u,b]"
23,0.2,ridge_prior_csgm,0.013129101280070951,0.010432103789366473,0.17422015356808043,,25,CLP-CSGM Ridge
23,0.2,ridge_prior_only_decoder,0.01590371239557688,0.012947789123073206,0.21909991580009514,,25,Prior-only Ridge
41,0.05,ae_regression_ub,0.021422898703810943,0.017698881659195784,0.3012693226328057,,25,"AE [u,b]"
41,0.05,measurement_only_csgm,0.028067689662058918,0.022605739292142504,0.4182505526950321,,25,Measurement-only CSGM
41,0.05,ml_only,0.02632560240785609,0.021346517301795,0.3726421831012622,,25,ML only
41,0.05,mlp_concat_ub,0.27332009981803723,0.2180372167487126,3.9871207205516783,,25,"MLP [u,b]"
41,0.05,pca_regression_ub,0.1824249399581265,0.14585017887717633,2.612605937422218,,25,"PCA [u,b]"
41,0.05,ridge_prior_csgm,0.013721253456665196,0.011099790383915772,0.18110518502345893,,25,CLP-CSGM Ridge
41,0.05,ridge_prior_only_decoder,0.014481886519459386,0.01180037112512944,0.1912956272774136,,25,Prior-only Ridge
41,0.1,ae_regression_ub,0.03499481998028425,0.03158019380840329,0.5343920785160453,,25,"AE [u,b]"
41,0.1,measurement_only_csgm,0.02278443157661527,0.018194394529330405,0.31812018157956035,,25,Measurement-only CSGM
41,0.1,ml_only,0.02632560240785609,0.021346517301795,0.3726421831012622,,25,ML only
41,0.1,mlp_concat_ub,0.2353801749422542,0.19235816889508894,3.3360602727780537,,25,"MLP [u,b]"
41,0.1,pca_regression_ub,0.17758635729255334,0.14359407090613172,2.576247314791013,,25,"PCA [u,b]"
41,0.1,ridge_prior_csgm,0.013651472303932594,0.010939286751454978,0.17900695309847126,,25,CLP-CSGM Ridge
41,0.1,ridge_prior_only_decoder,0.014481886519459386,0.01180037112512944,0.1912956272774136,,25,Prior-only Ridge
41,0.2,ae_regression_ub,0.01933153933285726,0.016206275402650062,0.26359907123355203,,25,"AE [u,b]"
41,0.2,measurement_only_csgm,0.02037845759175396,0.01573612434571902,0.26662283596426184,,25,Measurement-only CSGM
41,0.2,ml_only,0.02632560240785609,0.021346517301795,0.3726421831012622,,25,ML only
41,0.2,mlp_concat_ub,0.21994747826630218,0.17597519588013882,3.0168874982210196,,25,"MLP [u,b]"
41,0.2,pca_regression_ub,0.20889576298053783,0.1688668167981396,3.0153071958231794,,25,"PCA [u,b]"
41,0.2,ridge_prior_csgm,0.012742525355480611,0.010209477238503756,0.16537030275986148,,25,CLP-CSGM Ridge
41,0.2,ridge_prior_only_decoder,0.014481886519459386,0.01180037112512944,0.1912956272774136,,25,Prior-only Ridge
