sample_id,depth_m,well,p_freq_mhz,s_freq_mhz,test_type,load_pressure_mpa,vp_z_km_s,vs_z_km_s,vp_x_km_s,vs_x_km_s,vp_y_km_s,vs_y_km_s,bulk_density_gcc,e_gpa,poisson,g_gpa,k_gpa,cb_1_gpa,load_pressure_mpa_sat_section,vp_z_km_s_sat,vs_z_km_s_sat,vp_x_km_s_sat,vs_x_km_s_sat,vp_y_km_s_sat,vs_y_km_s_sat,bulk_density_gcc_sat,e_gpa_sat,poisson_sat,g_gpa_sat,k_gpa_sat,cb_1_gpa_sat,notes,vp_mean_axes_km_s,vs_mean_axes_km_s,vpvs_z
F2934H,5232.050000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,22.100000,4.778000,2.783000,4.659000,2.647000,4.647000,2.674000,,0.000000,0.243271,0.000000,0.000000,,,,,,,,,,,,,,,,4.694667,2.701333,1.716852
F2935H,5232.250000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,5.500000,3.607000,2.259000,3.671000,2.231000,3.922000,2.307000,,0.000000,0.177321,0.000000,0.000000,,,,,,,,,,,,,,,,3.733333,2.265667,1.596724
F2935H,5232.250000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,8.300000,3.782000,2.387000,,,,,,0.000000,0.168956,0.000000,0.000000,,,,,,,,,,,,,,,,3.782000,2.387000,1.584416
F2935H,5232.250000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,11.000000,3.913000,2.435000,4.070000,2.425000,4.321000,2.516000,,0.000000,0.184022,0.000000,0.000000,,,,,,,,,,,,,,,,4.101333,2.458667,1.606982
F2935H,5232.250000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,13.800000,4.184000,2.446000,,,,,,0.000000,0.240391,0.000000,0.000000,,,,,,,,,,,,,,,,4.184000,2.446000,1.710548
F2935H,5232.250000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,16.500000,4.372000,2.551000,4.605000,2.659000,4.583000,2.691000,,0.000000,0.241901,0.000000,0.000000,,,,,,,,,,,,,,,,4.520000,2.633667,1.713838
F2935H,5232.250000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,19.300000,4.432000,2.565000,,,,,,0.000000,0.248181,0.000000,0.000000,,,,,,,,,,,,,,,,4.432000,2.565000,1.727875
F2935H,5232.250000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,22.100000,4.483000,2.612000,4.685000,2.745000,4.691000,2.791000,,0.000000,0.243025,0.000000,0.000000,,,,,,,,,,,,,,,,4.619667,2.716000,1.716309
F2936H,5232.550000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,5.500000,5.747000,3.340000,5.401000,3.209000,5.677000,3.313000,,0.000000,0.244985,0.000000,0.000000,,,,,,,,,,,,,,,,5.608333,3.287333,1.720659
F2936H,5232.550000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,8.300000,5.775000,3.413000,,,,,,0.000000,0.231625,0.000000,0.000000,,,,,,,,,,,,,,,,5.775000,3.413000,1.692060
F2936H,5232.550000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,11.000000,5.781000,3.418000,5.568000,3.270000,5.763000,3.406000,,0.000000,0.231274,0.000000,0.000000,,,,,,,,,,,,,,,,5.704000,3.364667,1.691340
F2936H,5232.550000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,13.800000,5.832000,3.424000,,,,,,0.000000,0.236999,0.000000,0.000000,,,,,,,,,,,,,,,,5.832000,3.424000,1.703271
F2936H,5232.550000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,16.500000,5.890000,3.444000,5.651000,3.308000,5.799000,3.456000,,0.000000,0.240240,0.000000,0.000000,,,,,,,,,,,,,,,,5.780000,3.402667,1.710221
F2936H,5232.550000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,19.300000,5.943000,3.454000,,,,,,0.000000,0.244965,0.000000,0.000000,,,,,,,,,,,,,,,,5.943000,3.454000,1.720614
F2936H,5232.550000,BR 3-BRSA-861-SPS,1.200000,0.900000,Transmission,22.100000,5.955000,3.462000,5.737000,3.350000,5.889000,3.518000,,0.000000,0.244736,0.000000,0.000000,,,,,,,,,,,,,,,,5.860333,3.443333,1.720104
