step,measurement_ratio,ae_regression_ub,measurement_only_csgm,ridge_prior_csgm,ridge_prior_only_decoder,gain_vs_prior_only_pct,gain_vs_measurement_only_pct,gain_vs_ae_pct
8,0.05,0.0171149496008797,0.036830437530188,0.0144859710590121,0.0160472653073161,9.729347763647883,60.668479577146755,15.360714481639333
8,0.1,0.0164002479859651,0.0297092240784914,0.0140755522785291,0.0160472653073161,12.286909894161703,52.62228242197889,14.174759487938314
8,0.2,0.0164111926021526,0.0250621808584373,0.0120640224482287,0.0160472653073161,24.82194182501241,51.863636622958566,26.489056946133804
16,0.05,0.0189315066979708,0.0362195742668681,0.0140272869998712,0.0149873169919751,6.405616112730147,61.271529873550506,25.90506807693899
16,0.1,0.0180234431731766,0.0295400501329213,0.0137995557452113,0.0149873169919751,7.925109260048223,53.28526633124362,23.435518881605837
16,0.2,0.0182172763274456,0.0212740067877136,0.012886349601771,0.0149873169919751,14.018302217328527,39.426786263820944,29.263028291683682
32,0.05,0.0213351447354791,0.034090228664956,0.0146171733130539,0.0157439874140585,7.157107480906768,57.12210247483605,31.487817428553026
32,0.1,0.0283333762254226,0.0270561183428832,0.0146914627437731,0.0157439874140585,6.685248422807779,45.70003517286685,48.147857047156506
32,0.2,0.0204933997471081,0.0218569645457132,0.013050129392557,0.0157439874140585,17.11039237173193,40.29303856323216,36.32032969835299
