step,measurement_ratio,method,rmse_mean,rmse_std_across_seeds,rmse_sem,mae_mean,mae_std_across_seeds,relative_l2_mean,relative_l2_std_across_seeds,support_f1_mean,support_f1_std_across_seeds,n_seeds,n_test_samples_per_run,rmse_ci95_half,method_label
8,0.2,ml_only,0.0221479044009279,0.0009016218721176,0.0005205516305743,0.0178904084566044,0.0007209985815067,0.3004227453095732,0.0156689565498054,,,3,97,0.0010202811959257,ML only
8,0.2,mlp_concat_ub,0.1623089295506195,0.009123183348149,0.0052672723619201,0.130726321950228,0.0077748328650685,2.2046123518099314,0.1772125308775487,,,3,97,0.0103238538293635,"MLP [u,b]"
8,0.2,pca_regression_ub,0.1125124971964261,0.0085300318809859,0.0049248162026833,0.0910863452901528,0.0064937477115096,1.5811639837405604,0.1253351489632682,,,3,97,0.0096526397572593,"PCA [u,b]"
8,0.2,ridge_prior_csgm,0.0120640224482287,0.0005646407595766,0.000325995494537,0.0095938055931995,0.0004321579521188,0.1637191953392726,0.0089214078968255,,,3,97,0.0006389511692925,CLP-CSGM Ridge
8,0.2,ridge_prior_only_decoder,0.0160472653073161,0.0013277311185209,0.0007665659186894,0.0131460248966255,0.0012284013901298,0.2274630745974013,0.01966426273744,,,3,97,0.0015024692006314,Prior-only Ridge
16,0.05,ae_regression_ub,0.0189315066979708,0.0002178591127816,0.0001257810174098,0.0156875938833034,0.0001130687651567,0.248747946667739,0.0021355528600382,,,3,49,0.0002465307941233,"AE [u,b]"
16,0.05,measurement_only_csgm,0.0362195742668681,0.0035425737291187,0.0020453058961308,0.0291381086157844,0.0024712109773483,0.5647144027516111,0.0599551936278214,,,3,49,0.0040087995564163,Measurement-only CSGM
16,0.05,ml_only,0.0242282759150876,0.0014010378417218,0.0008088895750629,0.0195993224455565,0.0011177267443415,0.3306554837481156,0.0222267855364702,,,3,49,0.0015854235671234,ML only
16,0.05,mlp_concat_ub,0.193061725606601,0.0124504221765631,0.0071882545951631,0.1552557030478885,0.0096851643758552,2.6932545572123314,0.1684958100504002,,,3,49,0.0140889790065198,"MLP [u,b]"
16,0.05,pca_regression_ub,0.1421113290471985,0.0091265707066273,0.0052692280542494,0.1144725725312619,0.0074106999476909,1.992494985006667,0.1595588845734781,,,3,49,0.0103276869863289,"PCA [u,b]"
16,0.05,ridge_prior_csgm,0.0140272869998712,0.0006391635609204,0.0003690212539536,0.0112639565179458,0.0005174413993981,0.1861274004896607,0.0141177542039356,,,3,49,0.0007232816577491,CLP-CSGM Ridge
16,0.05,ridge_prior_only_decoder,0.0149873169919751,0.0008895536935533,0.0005135840644316,0.0120234039444494,0.0007242717119407,0.2047045159383056,0.0168766446167703,,,3,49,0.001006624766286,Prior-only Ridge
16,0.1,ae_regression_ub,0.0180234431731766,0.000848896347164,0.0004901105345492,0.014866845370952,0.0007366458348663,0.234555482295549,0.012116803324657,,,3,49,0.0009606166477165,"AE [u,b]"
16,0.1,measurement_only_csgm,0.0295400501329213,0.0032677004571869,0.0018866077385879,0.0227058612631384,0.0019872439176314,0.4403151928167036,0.0586011661048357,,,3,49,0.0036977511676323,Measurement-only CSGM
16,0.1,ml_only,0.0242282759150876,0.0014010378417218,0.0008088895750629,0.0195993224455565,0.0011177267443415,0.3306554837481156,0.0222267855364702,,,3,49,0.0015854235671234,ML only
16,0.1,mlp_concat_ub,0.190475950155372,0.0244429480705046,0.0141121426482939,0.1541474105314558,0.0190169891541724,2.633069888543958,0.3715205250200806,,,3,49,0.0276597995906561,"MLP [u,b]"
16,0.1,pca_regression_ub,0.1466626142832008,0.0090121335478606,0.0052031577298302,0.1181940387351133,0.007267069471728,2.076202544448021,0.1271026814353488,,,3,49,0.0101981891504672,"PCA [u,b]"
16,0.1,ridge_prior_csgm,0.0137995557452113,0.0010684821216932,0.0006168884405838,0.0110691559203421,0.0008961148876144,0.1848502398146025,0.0212113886814098,,,3,49,0.0012091013435444,CLP-CSGM Ridge
16,0.1,ridge_prior_only_decoder,0.0149873169919751,0.0008895536935533,0.0005135840644316,0.0120234039444494,0.0007242717119407,0.2047045159383056,0.0168766446167703,,,3,49,0.001006624766286,Prior-only Ridge
16,0.2,ae_regression_ub,0.0182172763274456,0.0004763064432417,0.0002749956532223,0.0150684067675689,0.0005430100201437,0.236177898012436,0.0097412211214442,,,3,49,0.0005389914803158,"AE [u,b]"
16,0.2,measurement_only_csgm,0.0212740067877136,0.0011095003928106,0.0006405703504552,0.0163717472295224,0.0008457757233817,0.276735329337262,0.0220268403470508,,,3,49,0.0012555178868922,Measurement-only CSGM
16,0.2,ml_only,0.0242282759150876,0.0014010378417218,0.0008088895750629,0.0195993224455565,0.0011177267443415,0.3306554837481156,0.0222267855364702,,,3,49,0.0015854235671234,ML only
16,0.2,mlp_concat_ub,0.2119128041676254,0.0228831605927406,0.0132115989281282,0.1701720326323267,0.0189206417325114,2.907131649842611,0.3848392644528626,,,3,49,0.0258947338991313,"MLP [u,b]"
16,0.2,pca_regression_ub,0.1293672561483503,0.0095772231548649,0.0055294123665504,0.1039367349803786,0.0081051499533636,1.826655811657867,0.1493555295547285,,,3,49,0.0108376482384387,"PCA [u,b]"
16,0.2,ridge_prior_csgm,0.012886349601771,0.0005176368956502,0.0002988578010461,0.0103581578510317,0.0004471659947213,0.1710149621637936,0.0119167155932825,,,3,49,0.0005857612900505,CLP-CSGM Ridge
16,0.2,ridge_prior_only_decoder,0.0149873169919751,0.0008895536935533,0.0005135840644316,0.0120234039444494,0.0007242717119407,0.2047045159383056,0.0168766446167703,,,3,49,0.001006624766286,Prior-only Ridge
32,0.05,ae_regression_ub,0.0213351447354791,0.0010159529748733,0.0005865607235271,0.0177387924589224,0.0008310394063453,0.294471815273934,0.0193643089612613,,,3,25,0.0011496590181131,"AE [u,b]"
32,0.05,measurement_only_csgm,0.034090228664956,0.0067809167643025,0.0039149641192225,0.0276965571976883,0.0056691302862827,0.5237789599647239,0.1151789216996185,,,3,25,0.0076733296736761,Measurement-only CSGM
32,0.05,ml_only,0.0257063081869201,0.0014407253940716,0.0008318031940956,0.0208979138547289,0.0011358949169607,0.3568751692880073,0.0258532244036473,,,3,25,0.0016303342604274,ML only
32,0.05,mlp_concat_ub,0.2593209321687523,0.031753206727562,0.0183327224517917,0.2062328820389422,0.0258679160564616,3.700504835860292,0.5288158487124813,,,3,25,0.0359321360055119,"MLP [u,b]"
32,0.05,pca_regression_ub,0.1703402910798054,0.0238495419177947,0.013769539446288,0.1386894943924962,0.0205793165047389,2.4628178363924644,0.316116915224264,,,3,25,0.0269882973147246,"PCA [u,b]"
32,0.05,ridge_prior_csgm,0.0146171733130539,0.0010369975995222,0.0005987108432331,0.0118471265321796,0.0008534852619952,0.1980560686369934,0.0174652700708604,,,3,25,0.0011734732527369,CLP-CSGM Ridge
32,0.05,ridge_prior_only_decoder,0.0157439874140585,0.0011903031949066,0.0006872218699966,0.0128584170163004,0.0010163113159542,0.2140504305311388,0.0206973024515144,,,3,25,0.0013469548651934,Prior-only Ridge
32,0.1,ae_regression_ub,0.0283333762254226,0.0070747506309142,0.0040846091812077,0.0248764409784795,0.0070966103407182,0.4191107163878193,0.1272360540548726,,,3,25,0.0080058339951672,"AE [u,b]"
32,0.1,measurement_only_csgm,0.0270561183428832,0.0052604133283617,0.0030371010511783,0.021186034392035,0.0041292900693615,0.3985402417432442,0.0974378221712798,,,3,25,0.0059527180603095,Measurement-only CSGM
32,0.1,ml_only,0.0257063081869201,0.0014407253940716,0.0008318031940956,0.0208979138547289,0.0011358949169607,0.3568751692880073,0.0258532244036473,,,3,25,0.0016303342604274,ML only
32,0.1,mlp_concat_ub,0.243636391296462,0.0331859006571331,0.0191598886776959,0.1965494541710475,0.02402578959834,3.4592108591276456,0.5022689756446164,,,3,25,0.0375533818082841,"MLP [u,b]"
32,0.1,pca_regression_ub,0.2014434682823324,0.0216344465927694,0.012490653564104,0.1621385233075138,0.0167537127461452,2.8692148986500103,0.2795775574567177,,,3,25,0.0244816809856438,"PCA [u,b]"
32,0.1,ridge_prior_csgm,0.0146914627437731,0.0013767385536413,0.0007948603745485,0.0119284170289683,0.0012537388561417,0.1987279067535067,0.0229341957473847,,,3,25,0.0015579263341151,CLP-CSGM Ridge
32,0.1,ridge_prior_only_decoder,0.0157439874140585,0.0011903031949066,0.0006872218699966,0.0128584170163004,0.0010163113159542,0.2140504305311388,0.0206973024515144,,,3,25,0.0013469548651934,Prior-only Ridge
32,0.2,ae_regression_ub,0.0204933997471081,0.0011459862105482,0.0006616354471476,0.0172600373852141,0.0010288627520797,0.2840227417495375,0.0188005701721852,,,3,25,0.0012968054764093,"AE [u,b]"
32,0.2,measurement_only_csgm,0.0218569645457132,0.0013480599050314,0.0007783027490536,0.0167481227950446,0.0008938711659309,0.2951297674045945,0.0288352861181764,,,3,25,0.0015254733881451,Measurement-only CSGM
32,0.2,ml_only,0.0257063081869201,0.0014407253940716,0.0008318031940956,0.0208979138547289,0.0011358949169607,0.3568751692880073,0.0258532244036473,,,3,25,0.0016303342604274,ML only
32,0.2,mlp_concat_ub,0.2518943481200411,0.0284086583345869,0.0164017465367898,0.2028964794430394,0.0238539561612495,3.502835124537933,0.4232249602032039,,,3,25,0.0321474232121081,"MLP [u,b]"
32,0.2,pca_regression_ub,0.179836194233358,0.038862147511077,0.0224370713268073,0.144261942252834,0.0315842846906577,2.601603301036864,0.5350244635154938,,,3,25,0.0439766598005423,"PCA [u,b]"
32,0.2,ridge_prior_csgm,0.013050129392557,0.0002767033271003,0.000159754740387,0.0104197242555081,0.0002043386917647,0.1728387520298819,0.0068825196984129,,,3,25,0.0003131192911585,CLP-CSGM Ridge
32,0.2,ridge_prior_only_decoder,0.0157439874140585,0.0011903031949066,0.0006872218699966,0.0128584170163004,0.0010163113159542,0.2140504305311388,0.0206973024515144,,,3,25,0.0013469548651934,Prior-only Ridge
