measurement_ratio,ae_regression_ub,measurement_only_csgm,ridge_prior_csgm,ridge_prior_only_decoder,gain_vs_prior_only_pct,gain_vs_measurement_only_pct,gain_vs_ae_pct
0.2,0.0179731165318189,0.0257972314628232,0.0157517379338745,0.0194209542537292,18.89307946415733,38.94020001109584,12.359451372897723
0.3,0.0153631987690875,0.0228200920680074,0.0144939857600148,0.0194209542537292,25.36934297535008,36.485857652017856,5.657760614421361
0.4,0.0129554862416707,0.020590520517712,0.0134204106277987,0.0194209542537292,30.897264611898667,34.82238287150419,-3.5886293841491983
0.5,0.0123403815404763,0.0164133841004523,0.0124555184845471,0.0194209542537292,35.865569107370725,24.11364768948612,-0.9330095969330688
0.6,0.0112552378150943,0.0150299049794712,0.0118575651989707,0.0194209542537292,38.94447696001438,21.106851871874664,-5.351529605786056
