step,measurement_ratio,mlp_prior_csgm,ridge_prior_csgm,ridge_gain_vs_mlp_pct
8,0.05,0.018309734454176,0.0144859710590121,20.883773081109837
8,0.1,0.0171329667761724,0.0140755522785291,17.84521348570748
8,0.2,0.0137892792155998,0.0120640224482287,12.51158048507219
16,0.05,0.0183328077205424,0.0140272869998712,23.485331795886065
16,0.1,0.0175365532347633,0.0137995557452113,21.309760473021704
16,0.2,0.0140733582481747,0.012886349601771,8.43443778998275
32,0.05,0.0221092860676558,0.0146171733130539,33.88672402933123
32,0.1,0.0211999503253339,0.0146914627437731,30.700485056246432
32,0.2,0.015817818830495,0.013050129392557,17.497288770321493
