seed,measurement_ratio,method,sample_id,rmse,mae,relative_l2,support_f1,lambda,cs_engine,m,val_score,ae_recon_train_rmse,method_label
7,0.05,ml_only,0,0.027479493734111415,0.022860994480840082,0.4957915076067164,,,none,4,,,ML only
7,0.05,mlp_concat_ub,0,0.303841711532097,0.24481564072643394,5.481983827355057,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,0,0.14525014652098445,0.11974543347017225,2.620637404041461,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,0,0.020135496846100644,0.01745551798493579,0.36328938350658935,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,1,0.03067700461529911,0.024827917478536903,0.8529677128232473,,,none,4,,,ML only
7,0.05,mlp_concat_ub,1,0.3721493320321968,0.304503615907154,10.347534531252576,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,1,0.27401567829495954,0.23505511765161693,7.6189487638698346,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,1,0.023096947805151338,0.019896683339695485,0.6422058147337071,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,2,0.03143657942675247,0.02475385174210716,0.8415135275708494,,,none,4,,,ML only
7,0.05,mlp_concat_ub,2,0.38450277282520656,0.30882896011813166,10.292604686041635,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,2,0.11372696387135307,0.09475467076421862,3.0443127176190803,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,2,0.02346635847220204,0.021136522137933524,0.6281617929582998,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,3,0.029101307792669753,0.022463725731296014,0.5775710159604457,,,none,4,,,ML only
7,0.05,mlp_concat_ub,3,0.3256944530439603,0.25161895959654734,6.464028265584159,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,3,0.21941288549015583,0.18579474005275093,4.354667635221639,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,3,0.015668328686367642,0.012034564712440968,0.3109678981529149,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,4,0.02778381105705536,0.0216847180117287,0.5118224954138989,,,none,4,,,ML only
7,0.05,mlp_concat_ub,4,0.288419950851957,0.2264695250414899,5.313159475100751,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,4,0.2848043166343008,0.24301633704189626,5.246553676350376,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,4,0.01708127191117852,0.014044127848630251,0.31466450720059363,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,5,0.02354416954685314,0.019277265998786756,0.42062228593551404,,,none,4,,,ML only
7,0.05,mlp_concat_ub,5,0.23671397017848833,0.1793069904870152,4.2289523549007395,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,5,0.2923762754734995,0.2360541860090444,5.223372907600053,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,5,0.014987185405557175,0.012425866890259237,0.267749693718435,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,6,0.0222327073539811,0.018189316740546555,0.37876735179125376,,,none,4,,,ML only
7,0.05,mlp_concat_ub,6,0.3034753046939354,0.24345905796643963,5.17015474826474,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,6,0.1979651983696214,0.15645023313170364,3.3726326146178933,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,6,0.010674067454425585,0.008578609493845552,0.18184866998800445,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,7,0.027733837010113293,0.023191834794749358,0.4565086186904874,,,none,4,,,ML only
7,0.05,mlp_concat_ub,7,0.36154445523451345,0.2850506030990575,5.951147682671056,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,7,0.20420621874766984,0.16282039604832022,3.361305498929427,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,7,0.014483080929286211,0.011972799570923448,0.23839655749761618,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,8,0.027673907770629204,0.022772088851687695,0.40380046578320056,,,none,4,,,ML only
7,0.05,mlp_concat_ub,8,0.3168865429338182,0.24939377591795148,4.62381152302997,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,8,0.19263784627632682,0.1508397794755133,2.8108517488235005,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,8,0.014631788563446572,0.011476993646542432,0.21349796660924186,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,9,0.02661724193150437,0.022756758672735113,0.30045104528492916,,,none,4,,,ML only
7,0.05,mlp_concat_ub,9,0.2652922727877277,0.21458899337803344,2.9945755037356125,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,9,0.14670167440893414,0.11421006243310286,1.655944351208084,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,9,0.020292586746885166,0.01675777299153835,0.22905937870371074,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,10,0.028421413599994626,0.023569992449735563,0.23891069508253712,,,none,4,,,ML only
7,0.05,mlp_concat_ub,10,0.2696490956720452,0.20692562841057968,2.266673072003641,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,10,0.1939290115203243,0.16615408630393494,1.6301692657186762,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,10,0.02487082069010484,0.02223694433441043,0.20906437455831603,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,11,0.02450072077626847,0.020131148745727075,0.1842175965707932,,,none,4,,,ML only
7,0.05,mlp_concat_ub,11,0.19370954244423308,0.15864927990924144,1.4564757774991288,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,11,0.1775166965560678,0.14786409398126626,1.3347239654443415,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,11,0.02500028359223971,0.021759626501537267,0.1879737416301459,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,12,0.025231111934834658,0.020835192843605826,0.19027638484873974,,,none,4,,,ML only
7,0.05,mlp_concat_ub,12,0.1734377085077973,0.1382224766084418,1.3079526679817508,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,12,0.14771810954803744,0.1290275238208249,1.1139924365634128,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,12,0.01868285460883082,0.01447988320821643,0.14089375223748893,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,13,0.026716227440285466,0.02033567503040153,0.1986643790777001,,,none,4,,,ML only
7,0.05,mlp_concat_ub,13,0.26681293171875614,0.22048598827398436,1.984046045733211,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,13,0.0897154108328773,0.07569936634567068,0.667132229902288,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,13,0.019654979367659565,0.017012976978482308,0.14615627451850183,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,14,0.02924463153333327,0.022024228889453115,0.21091547437997293,,,none,4,,,ML only
7,0.05,mlp_concat_ub,14,0.3191998035633336,0.25400634283957124,2.302103820792477,,,direct_ub,4,,,"MLP [u,b]"
7,0.05,pca_regression_ub,14,0.13009380184858602,0.10583368103227377,0.9382506973806032,,8.0,pca_mlp,4,,,"PCA [u,b]"
7,0.05,ae_regression_ub,14,0.021707307442258926,0.017560055270752904,0.15655547041095225,,32.0,ae_mlp,4,,,"AE [u,b]"
7,0.05,ml_only,15,0.029340010624842355,0.02421502001317463,0.22567124826744214,,,none,4,,,ML only
