Depth(m),HFU,phi_input,alpha_hfu,matrix_k_gpa,matrix_g_gpa,matrix_rho_gcc,param_source,alpha,dem_k_gpa,dem_g_gpa,sc_k_gpa,sc_g_gpa,rho_gcc,vp_dem_m_s,vs_dem_m_s,vpvs_dem,vp_dem_km_s,vs_dem_km_s,vp_sc_m_s,vs_sc_m_s,vpvs_sc,vp_sc_km_s,vs_sc_km_s,vp_rel_diff_dem_sc,vpvs_rel_diff_dem_sc,kf_gpa,rho_fluid_gcc,sw,k_sat_gpa,g_sat_gpa,rho_sat_gcc,vp_dem_dry_km_s,vs_dem_dry_km_s,vpvs_dem_dry,status,error
5226.100000,2,0.125000,0.150000,68.870627,30.086505,2.766349,m3_hier_joint_vp_vs,0.150000,30.237704,19.013502,46.995359,22.872093,2.420555,4874.442870,2730.990099,1.784863,4.874443,2.730990,5658.085081,3073.940386,1.840662,5.658085,3.073940,0.180681,0.076491,2.200000,1.030000,1.000000,35.220653,19.013502,2.549305,4.792224,2.802680,1.709872,ok,
5226.480000,1,0.153000,0.180363,70.676511,31.071302,2.773829,m3_hier_joint_vp_vs,0.180363,29.303840,18.495151,43.699363,21.926216,2.349433,4830.282581,2716.125110,1.778373,4.830283,2.716125,5571.657569,3054.923229,1.823829,5.571658,3.054923,0.162556,0.067728,2.200000,1.030000,1.000000,33.832735,18.495151,2.507023,4.792595,2.805740,1.708139,ok,
5227.630000,1,0.053000,0.180363,70.676511,31.071302,2.773829,m3_hier_joint_vp_vs,0.180363,51.247481,26.181721,60.813377,27.928854,2.626816,5758.997302,3124.768149,1.843016,5.758997,3.124768,6109.604017,3260.706629,1.873706,6.109604,3.260707,0.066802,0.032896,2.200000,1.030000,1.000000,54.022686,26.181721,2.681406,5.727025,3.157070,1.814031,ok,
5227.820000,1,0.069000,0.180363,70.676511,31.071302,2.773829,m3_hier_joint_vp_vs,0.180363,47.058834,24.928815,57.943403,26.975174,2.582435,5608.853697,3065.073380,1.829925,5.608854,3.065073,6030.341898,3231.970950,1.865840,6.030342,3.231971,0.081450,0.039621,2.200000,1.030000,1.000000,50.238824,24.928815,2.653505,5.576166,3.106963,1.794732,ok,
5228.010000,2,0.088000,0.150000,68.870627,30.086505,2.766349,m3_hier_joint_vp_vs,0.150000,37.735177,21.811050,53.154415,25.022932,2.522910,5224.198204,2888.835802,1.808410,5.224198,2.888836,5856.028021,3149.330185,1.859452,5.856028,3.149330,0.137921,0.062383,2.200000,1.030000,1.000000,42.248259,21.811050,2.613550,5.146254,2.940271,1.750265,ok,
5228.200000,2,0.095000,0.150000,68.870627,30.086505,2.766349,m3_hier_joint_vp_vs,0.150000,36.550130,21.396858,51.968750,24.617070,2.503546,5172.857495,2867.951336,1.803677,5.172857,2.867951,5819.670693,3135.742588,1.855915,5.819671,3.135743,0.141445,0.064172,2.200000,1.030000,1.000000,41.080189,21.396858,2.601396,5.098513,2.923460,1.743999,ok,
5228.580000,1,0.112000,0.180363,70.676511,31.071302,2.773829,m3_hier_joint_vp_vs,0.180363,36.572842,21.381186,50.478563,24.399782,2.463160,5181.488698,2879.589826,1.799384,5.181489,2.879590,5805.278774,3147.361624,1.844491,5.805279,3.147362,0.129385,0.057219,2.200000,1.030000,1.000000,40.719410,21.381186,2.578520,5.140213,2.946250,1.744663,ok,
5228.960000,2,0.089000,0.150000,68.870627,30.086505,2.766349,m3_hier_joint_vp_vs,0.150000,37.735177,21.811050,52.984451,24.964981,2.520144,5224.343298,2889.795900,1.807859,5.224343,2.889796,5850.863632,3147.407308,1.858947,5.850864,3.147407,0.136294,0.062095,2.200000,1.030000,1.000000,42.204830,21.811050,2.611814,5.149078,2.941884,1.750265,ok,
5229.340000,2,0.129000,0.150000,68.870627,30.086505,2.766349,m3_hier_joint_vp_vs,0.150000,29.304352,18.633224,46.345495,22.638728,2.409490,4826.241008,2707.232003,1.782722,4.826241,2.707232,5635.787587,3065.232705,1.838617,5.635788,3.065233,0.188840,0.078553,2.200000,1.030000,1.000000,34.373882,18.633224,2.542360,4.740578,2.780875,1.704707,ok,
5229.530000,3,0.151000,0.177836,68.885679,29.758722,2.754277,m3_hier_joint_vp_vs,0.177836,28.084007,17.651875,42.711537,21.125863,2.338381,4751.099396,2660.448927,1.785826,4.751099,2.660449,5505.569168,3005.727289,1.831693,5.505569,3.005727,0.171795,0.071124,2.200000,1.030000,1.000000,32.759088,17.651875,2.493911,4.698407,2.747500,1.710066,ok,
5229.720000,2,0.161000,0.150000,68.870627,30.086505,2.766349,m3_hier_joint_vp_vs,0.150000,23.557066,16.106024,41.259150,20.765602,2.320967,4502.618878,2544.919334,1.769258,4.502619,2.544919,5450.320288,2991.147284,1.822150,5.450320,2.991147,0.237363,0.089730,2.200000,1.030000,1.000000,28.941567,16.106024,2.486797,4.404788,2.634266,1.672112,ok,
5230.290000,3,0.172000,0.177836,68.885679,29.758722,2.754277,m3_hier_joint_vp_vs,0.177836,25.102932,16.355158,39.434161,19.906738,2.280541,4585.043675,2579.662092,1.777381,4.585044,2.579662,5378.678560,2954.480152,1.820516,5.378679,2.954480,0.185940,0.074954,2.200000,1.030000,1.000000,29.860457,16.355158,2.457701,4.535371,2.677987,1.693575,ok,
5230.480000,4,0.170000,0.169460,69.079982,30.011709,2.760313,m3_hier_global_hfu4,0.169460,25.082374,16.518784,39.921049,20.189821,2.291060,4589.005549,2588.084353,1.773128,4.589006,2.588084,5401.353998,2968.574996,1.819511,5.401354,2.968575,0.191177,0.077455,2.200000,1.030000,1.000000,29.909745,16.518784,2.466160,4.534469,2.685164,1.688712,ok,
5230.860000,3,0.182000,0.177836,68.885679,29.758722,2.754277,m3_hier_joint_vp_vs,0.177836,23.732360,15.729547,37.904747,19.324409,2.252999,4503.688097,2538.764323,1.773969,4.503688,2.538764,5316.050531,2928.684955,1.815166,5.316051,2.928685,0.193414,0.076703,2.200000,1.030000,1.000000,28.527596,15.729547,2.440459,4.454490,2.642273,1.685856,ok,
5231.050000,4,0.179000,0.169460,69.079982,30.011709,2.760313,m3_hier_global_hfu4,0.169460,23.675846,15.871799,38.537254,19.661436,2.266217,4504.849668,2544.942775,1.770118,4.504850,2.544943,5345.367029,2945.485373,1.814766,5.345367,2.945485,0.201722,0.079716,2.200000,1.030000,1.000000,28.569006,15.871799,2.450587,4.448090,2.646442,1.680781,ok,
5231.240000,3,0.170000,0.177836,68.885679,29.758722,2.754277,m3_hier_joint_vp_vs,0.177836,25.817228,16.673642,39.742464,20.023063,2.286050,4627.781189,2602.832398,1.777979,4.627781,2.602832,5391.027805,2959.527680,1.821584,5.391028,2.959528,0.175908,0.073058,2.200000,1.030000,1.000000,30.477347,16.673642,2.461150,4.584566,2.700675,1.697563,ok,
5231.440000,3,0.170000,0.177836,68.885679,29.758722,2.754277,m3_hier_joint_vp_vs,0.177836,25.817228,16.673642,39.742464,20.023063,2.286050,4627.781189,2602.832398,1.777979,4.627781,2.602832,5391.027805,2959.527680,1.821584,5.391028,2.959528,0.175908,0.073058,2.200000,1.030000,1.000000,30.477347,16.673642,2.461150,4.584566,2.700675,1.697563,ok,
5232.200000,1,0.139000,0.180363,70.676511,31.071302,2.773829,m3_hier_joint_vp_vs,0.180363,31.838988,19.547900,45.976940,22.772914,2.388267,4960.093672,2778.858999,1.784939,4.960094,2.778859,5653.755284,3087.933110,1.830919,5.653755,3.087933,0.148229,0.063823,2.200000,1.030000,1.000000,36.215881,19.547900,2.531437,4.923893,2.860939,1.721076,ok,
5232.770000,2,0.094000,0.150000,68.870627,30.086505,2.766349,m3_hier_joint_vp_vs,0.150000,36.550130,21.396858,52.137548,24.675080,2.506312,5172.668632,2866.994682,1.804213,5.172669,2.866995,5824.894331,3137.702024,1.856420,5.824894,3.137702,0.143100,0.064462,2.200000,1.030000,1.000000,41.121565,21.396858,2.603132,5.095699,2.921847,1.743999,ok,
5232.960000,3,0.131000,0.177836,68.885679,29.758722,2.754277,m3_hier_joint_vp_vs,0.177836,31.422682,19.009496,45.915371,22.282356,2.393467,4923.139476,2741.969945,1.795475,4.923139,2.741970,5621.076705,3051.173163,1.842267,5.621077,3.051173,0.154194,0.066065,2.200000,1.030000,1.000000,35.935521,19.009496,2.528397,4.870131,2.818199,1.728101,ok,
5233.150000,2,0.148000,0.150000,68.870627,30.086505,2.766349,m3_hier_joint_vp_vs,0.150000,25.862521,17.160329,43.301319,21.527912,2.356929,4638.863771,2615.053084,1.773908,4.638864,2.615053,5527.244208,3022.231127,1.828862,5.527244,3.022231,0.215419,0.085145,2.200000,1.030000,1.000000,31.118824,17.160329,2.509369,4.547604,2.698296,1.685362,ok,
5233.340000,2,0.132000,0.150000,68.870627,30.086505,2.766349,m3_hier_joint_vp_vs,0.150000,28.401322,18.257775,45.860146,22.463594,2.401191,4778.288862,2682.568197,1.781237,4.778289,2.682568,5618.941336,3058.625267,1.837081,5.618941,3.058625,0.198884,0.080840,2.200000,1.030000,1.000000,33.584643,18.257775,2.537151,4.686810,2.757469,1.699679,ok,
5233.720000,2,0.143000,0.150000,68.870627,30.086505,2.766349,m3_hier_joint_vp_vs,0.150000,26.681511,17.521336,44.095576,21.820611,2.370761,4684.964173,2637.857586,1.776049,4.684964,2.637858,5556.242078,3033.818221,1.831435,5.556242,3.033818,0.209350,0.083683,2.200000,1.030000,1.000000,31.906643,17.521336,2.518051,4.594403,2.718565,1.690010,ok,
