step,n_train_approx,measurement_ratio,method,rmse_mean,rmse_std_across_seeds,rmse_sem,mae_mean,mae_std_across_seeds,relative_l2_mean,relative_l2_std_across_seeds,support_f1_mean,support_f1_std_across_seeds,lambda_mean,val_rmse_selected_mean,n_seeds,n_test_samples_per_run,rmse_ci95_half
16,52,0.2,pca_regression_ub,0.12735582057574527,0.0042891639907203455,0.002476349984640841,0.10282882073964376,0.004803325696032329,1.8103083460082148,0.0756908326824801,,,,,3,49,0.004853645969896048
32,27,0.05,ridge_prior_csgm,0.015623437792163132,0.0017052726950641803,0.0009845396495370231,0.012329026262315865,0.0014040414092341806,0.2057268345207278,0.02596225864084483,,,0.03376666666666667,0.016155164361642466,3,25,0.0019296977130925652
32,27,0.05,ae_regression_ub,0.021319175832345768,0.0009327839497226958,0.0005385430644681608,0.0177295697420525,0.0007501103587925563,0.2939049124672243,0.018281818954048863,,,,,3,25,0.0010555444063575952
32,27,0.05,ml_only,0.025706308186920133,0.0014407253940717216,0.0008318031940956381,0.0208979138547289,0.0011358949169607974,0.3568751692880072,0.025853224403647318,,,,,3,25,0.0016303342604274506
32,27,0.05,mlp_concat_ub,0.25958838268701345,0.03548081838777182,0.020484860047248286,0.20668168333626902,0.028510515177693624,3.7035197214099846,0.582054762809333,,,,,3,25,0.04015032569260664
32,27,0.05,pca_regression_ub,0.17014270364388154,0.022494666460596394,0.012987301736356175,0.13874151463914677,0.019964449980800145,2.457655702953184,0.29474489104709123,,,,,3,25,0.025455111403258103
32,27,0.1,ridge_prior_csgm,0.014836155336666634,0.002067522569581424,0.0011936847121034621,0.011658589996723598,0.0017273996083710121,0.1944994797257359,0.02961847781733018,,,0.003766666666666667,0.015778747253763135,3,25,0.002339622035722786
32,27,0.1,ae_regression_ub,0.02500764853002903,0.00872657592790324,0.005038290961078645,0.021731000191050866,0.008568744064337965,0.36072078099752564,0.15128732886654314,,,,,3,25,0.009875050283714144
32,27,0.1,ml_only,0.025706308186920133,0.0014407253940717216,0.0008318031940956381,0.0208979138547289,0.0011358949169607974,0.3568751692880072,0.025853224403647318,,,,,3,25,0.0016303342604274506
32,27,0.1,mlp_concat_ub,0.24031799327159606,0.036614420808885856,0.021139345710232484,0.19405041392819353,0.027541696567159536,3.416130163646834,0.549481988076998,,,,,3,25,0.04143311759205567
32,27,0.1,pca_regression_ub,0.2015332648410467,0.022113851009845354,0.012767437833353493,0.1626543068777382,0.0169304322161833,2.885554598024821,0.2648563223118573,,,,,3,25,0.025024178153372847
32,27,0.2,ridge_prior_csgm,0.012585463511371367,0.0005831083146283154,0.0003366577424173669,0.009743189718092899,0.00045571962335507003,0.1616454893643153,0.012934242775719234,,,0.0003,0.013911964639466467,3,25,0.0006598491751380392
32,27,0.2,ae_regression_ub,0.0203498596844915,0.0010412257771230348,0.0006011519827091614,0.0171020491160537,0.0008809122863214734,0.28144085473633107,0.016249182479501738,,,,,3,25,0.0011782578861099563
32,27,0.2,ml_only,0.025706308186920133,0.0014407253940717216,0.0008318031940956381,0.0208979138547289,0.0011358949169607974,0.3568751692880072,0.025853224403647318,,,,,3,25,0.0016303342604274506
32,27,0.2,mlp_concat_ub,0.2516906009548853,0.029257942996917714,0.01689208126520517,0.20226950375889655,0.023934512303685505,3.508183784328182,0.4320034115116074,,,,,3,25,0.033108479279802136
32,27,0.2,pca_regression_ub,0.16869279651077027,0.04108850754480096,0.023722460891590802,0.1360518570701876,0.032932447736148264,2.441443058066295,0.6063817542864551,,,,,3,25,0.04649602334751797
