Depth(m),HFU,phi_input,alpha_hfu,matrix_k_gpa,matrix_g_gpa,matrix_rho_gcc,param_source,alpha,dem_k_gpa,dem_g_gpa,sc_k_gpa,sc_g_gpa,rho_gcc,vp_dem_m_s,vs_dem_m_s,vpvs_dem,vp_dem_km_s,vs_dem_km_s,vp_sc_m_s,vs_sc_m_s,vpvs_sc,vp_sc_km_s,vs_sc_km_s,vp_rel_diff_dem_sc,vpvs_rel_diff_dem_sc,kf_gpa,rho_fluid_gcc,sw,k_sat_gpa,g_sat_gpa,rho_sat_gcc,vp_dem_dry_km_s,vs_dem_dry_km_s,vpvs_dem_dry,status,error
5225.340000,2,0.088000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,39.793837,22.369772,53.367397,25.123195,2.522910,5308.005381,2925.602734,1.814329,5.308005,2.925603,5867.748413,3155.633329,1.859452,5.867748,3.155633,0.117004,0.054018,2.200000,1.030000,1.000000,43.810210,22.369772,2.613550,5.253113,2.977693,1.764155,ok,
5225.530000,2,0.100000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,37.510830,21.582022,51.332543,24.424346,2.489714,5211.655263,2885.152333,1.806371,5.211655,2.885152,5804.996190,3132.108050,1.853383,5.804996,3.132108,0.125027,0.057542,2.200000,1.030000,1.000000,41.645588,21.582022,2.592714,5.159873,2.944227,1.752539,ok,
5226.100000,2,0.125000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,32.394589,19.686267,47.183662,22.963738,2.420555,4977.043776,2778.886141,1.791021,4.977044,2.778886,5669.409306,3080.092643,1.840662,5.669409,3.080093,0.151827,0.066468,2.200000,1.030000,1.000000,36.900398,19.686267,2.549305,4.922099,2.851834,1.725942,ok,
5226.480000,1,0.153000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,0.168170,27.666846,17.870959,43.193894,21.672596,2.349433,4738.634399,2669.898522,1.774837,4.738634,2.669899,5539.340221,3037.203723,1.823829,5.539340,3.037204,0.183199,0.074426,2.200000,1.030000,1.000000,32.466397,17.870959,2.507023,4.681662,2.757988,1.697492,ok,
5227.630000,1,0.053000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,0.168170,49.721519,25.692847,60.109950,27.605802,2.626816,5696.266097,3095.457350,1.840202,5.696266,3.095457,6074.166412,3241.793515,1.873706,6.074166,3.241794,0.074279,0.036390,2.200000,1.030000,1.000000,52.747653,25.692847,2.681406,5.654180,3.127457,1.807916,ok,
5227.820000,1,0.069000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,0.168170,45.452672,24.411385,57.273172,26.663153,2.582435,5540.375567,3033.096829,1.826640,5.540376,3.033097,5995.364037,3213.224512,1.865840,5.995364,3.213225,0.090887,0.043807,2.200000,1.030000,1.000000,48.902836,24.411385,2.653505,5.495863,3.074550,1.787534,ok,
5228.010000,2,0.088000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,39.793837,22.369772,53.367397,25.123195,2.522910,5308.005381,2925.602734,1.814329,5.308005,2.925603,5867.748413,3155.633329,1.859452,5.867748,3.155633,0.117004,0.054018,2.200000,1.030000,1.000000,43.810210,22.369772,2.613550,5.253113,2.977693,1.764155,ok,
5228.200000,2,0.095000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,38.634079,21.973796,52.176981,24.715707,2.503546,5259.957301,2906.359421,1.809810,5.259957,2.906359,5831.318319,3142.018537,1.855915,5.831318,3.142019,0.119453,0.055533,2.200000,1.030000,1.000000,42.674817,21.973796,2.601396,5.209079,2.962612,1.758272,ok,
5228.580000,1,0.112000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,0.168170,34.885393,20.795696,49.894678,24.117550,2.463160,5099.384963,2839.889659,1.795628,5.099385,2.839890,5771.606349,3129.105947,1.844491,5.771606,3.129106,0.144750,0.062994,2.200000,1.030000,1.000000,39.323539,20.795696,2.578520,5.041803,2.905631,1.735184,ok,
5228.960000,2,0.089000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,39.793837,22.369772,53.196752,25.065012,2.520144,5308.362732,2926.575051,1.813848,5.308363,2.926575,5862.573688,3153.706603,1.858947,5.862574,3.153707,0.115407,0.053732,2.200000,1.030000,1.000000,43.771197,22.369772,2.611814,5.255995,2.979327,1.764155,ok,
5229.340000,2,0.129000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,31.462737,19.319742,46.531194,22.729438,2.409490,4930.978105,2756.653240,1.788755,4.930978,2.756653,5647.067185,3071.367534,1.838617,5.647067,3.071368,0.158784,0.068338,2.200000,1.030000,1.000000,36.056670,19.319742,2.542360,4.873270,2.831640,1.721006,ok,
5229.530000,3,0.151000,0.168006,68.022153,29.385677,2.754277,m3_hier_joint_vp_vs,0.168006,26.705020,17.109921,42.176121,20.861036,2.338381,4671.091993,2619.289531,1.783343,4.671092,2.619290,5470.952412,2986.828511,1.831693,5.470952,2.986829,0.188880,0.076698,2.200000,1.030000,1.000000,31.601671,17.109921,2.493911,4.601771,2.704994,1.701213,ok,
5229.720000,2,0.161000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,25.666902,16.871614,41.424470,20.848807,2.320967,4621.257656,2604.702724,1.774198,4.621258,2.604703,5461.228687,2997.133837,1.822150,5.461229,2.997134,0.198867,0.078471,2.200000,1.030000,1.000000,30.612603,16.871614,2.486797,4.555327,2.696149,1.689568,ok,
5230.290000,3,0.172000,0.168006,68.022153,29.385677,2.754277,m3_hier_joint_vp_vs,0.168006,23.774524,15.807952,38.939829,19.657194,2.280541,4502.204689,2536.140167,1.775219,4.502205,2.536140,5344.859639,2935.903595,1.820516,5.344860,2.935904,0.205217,0.080793,2.200000,1.030000,1.000000,28.739961,15.807952,2.457701,4.434768,2.632806,1.684427,ok,
5230.480000,4,0.170000,0.167804,68.587774,29.797870,2.760313,m3_hier_global_hfu4,0.167804,24.725510,16.340815,39.636603,20.045965,2.291060,4564.210778,2574.104977,1.773125,4.564211,2.574105,5382.076753,2957.980255,1.819511,5.382077,2.957980,0.194482,0.078458,2.200000,1.030000,1.000000,29.587336,16.340815,2.466160,4.505782,2.670660,1.687142,ok,
5230.860000,3,0.182000,0.168006,68.022153,29.385677,2.754277,m3_hier_joint_vp_vs,0.168006,22.432031,15.181035,37.429586,19.082166,2.252999,4419.631452,2494.106398,1.772030,4.419631,2.494106,5282.625390,2910.270588,1.815166,5.282625,2.910271,0.213812,0.082651,2.200000,1.030000,1.000000,27.428444,15.181035,2.440459,4.352094,2.595794,1.676594,ok,
5231.050000,4,0.179000,0.167804,68.587774,29.797870,2.760313,m3_hier_global_hfu4,0.167804,23.330825,15.696749,38.262668,19.521344,2.266217,4480.100747,2530.869794,1.770182,4.480101,2.530870,5326.289600,2934.973038,1.814766,5.326290,2.934973,0.205232,0.080739,2.200000,1.030000,1.000000,28.257474,15.696749,2.450587,4.419306,2.631807,1.679191,ok,
5231.240000,3,0.170000,0.168006,68.022153,29.385677,2.754277,m3_hier_joint_vp_vs,0.168006,24.475410,16.127415,39.244267,19.772061,2.286050,4545.307587,2559.843135,1.775620,4.545308,2.559843,5357.131238,2940.919386,1.821584,5.357131,2.940919,0.194530,0.078831,2.200000,1.030000,1.000000,29.343696,16.127415,2.461150,4.484718,2.656070,1.688479,ok,
5231.440000,3,0.170000,0.168006,68.022153,29.385677,2.754277,m3_hier_joint_vp_vs,0.168006,24.475410,16.127415,39.244267,19.772061,2.286050,4545.307587,2559.843135,1.775620,4.545308,2.559843,5357.131238,2940.919386,1.821584,5.357131,2.940919,0.194530,0.078831,2.200000,1.030000,1.000000,29.343696,16.127415,2.461150,4.484718,2.656070,1.688479,ok,
5232.200000,1,0.139000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,0.168170,30.173888,18.935870,45.445126,22.509500,2.388267,4871.580335,2735.011104,1.781192,4.871580,2.735011,5620.961743,3070.022136,1.830919,5.620962,3.070022,0.166842,0.070217,2.200000,1.030000,1.000000,34.828977,18.935870,2.531437,4.817243,2.815796,1.710793,ok,
5232.770000,2,0.094000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,38.634079,21.973796,52.346455,24.773949,2.506312,5259.562965,2905.389955,1.810278,5.259563,2.905390,5836.552412,3143.981895,1.856420,5.836552,3.143982,0.121077,0.055821,2.200000,1.030000,1.000000,42.712058,21.973796,2.603132,5.206203,2.960976,1.758272,ok,
5232.960000,3,0.131000,0.168006,68.022153,29.385677,2.754277,m3_hier_joint_vp_vs,0.168006,30.003302,18.476428,45.339793,22.003032,2.393467,4846.299476,2703.251158,1.792767,4.846299,2.703251,5585.733685,3031.988640,1.842267,5.585734,3.031989,0.169080,0.071303,2.200000,1.030000,1.000000,34.748252,18.476428,2.528397,4.777887,2.778403,1.719652,ok,
5233.150000,2,0.148000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,28.004201,17.895668,43.474821,21.614171,2.356929,4752.040368,2670.494351,1.779461,4.752040,2.670494,5538.306565,3028.279891,1.828862,5.538307,3.028280,0.180627,0.074280,2.200000,1.030000,1.000000,32.805406,17.895668,2.509369,4.690988,2.755502,1.702408,ok,
5233.340000,2,0.132000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,30.558757,18.957423,46.043901,22.553602,2.401191,4884.911629,2733.483763,1.787064,4.884912,2.733484,5630.187217,3064.746872,1.837081,5.630187,3.064747,0.167567,0.070443,2.200000,1.030000,1.000000,35.265849,18.957423,2.537151,4.822155,2.809806,1.716188,ok,
5233.720000,2,0.143000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,0.167236,28.830427,18.245390,44.272261,21.908043,2.370761,4796.082392,2691.809416,1.781732,4.796082,2.691809,5567.362472,3039.890176,1.831435,5.567362,3.039890,0.175738,0.072965,2.200000,1.030000,1.000000,33.594048,18.245390,2.518051,4.735206,2.774168,1.706892,ok,
