Depth(m),HFU,hfu_source,phi_input,phi_input_source,Phi_Sonic (pu),Phi_lab (pu),alpha_hfu,matrix_k_gpa,matrix_g_gpa,matrix_rho_gcc,param_source,n_ct_plugs_calib,alpha,dem_k_gpa,dem_g_gpa,sc_k_gpa,sc_g_gpa,rho_gcc,vp_dem_m_s,vs_dem_m_s,vpvs_dem,vp_dem_km_s,vs_dem_km_s,vp_sc_m_s,vs_sc_m_s,vpvs_sc,vp_sc_km_s,vs_sc_km_s,vp_rel_diff_dem_sc,vpvs_rel_diff_dem_sc,status,error
5209.150000,1,lab,0.098000,Phi_ND,0.090000,0.078000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,4,0.168170,38.078480,21.962672,52.257643,24.948367,2.501994,5188.771123,2962.780523,1.751318,5.188771,2.962781,5846.502635,3157.751516,1.851476,5.846503,3.157752,0.126761,0.057190,ok,
5209.530000,1,lab,0.095000,Phi_ND,0.091000,0.088000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,4,0.168170,39.211178,22.360176,52.768939,25.126142,2.510315,5243.705309,2984.513033,1.756972,5.243705,2.984513,5862.285015,3163.725328,1.852969,5.862285,3.163725,0.117966,0.054638,ok,
5209.720000,2,lab,0.097000,Phi_ND,0.095000,0.091000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,4,0.167236,37.510830,21.582022,51.838620,24.599193,2.498013,5151.294259,2939.332410,1.752539,5.151294,2.939332,5820.819936,3138.073170,1.854903,5.820820,3.138073,0.129972,0.058409,ok,
5209.910000,1,lab,0.109000,Phi_ND,0.101000,0.120000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,4,0.168170,35.916897,21.180431,50.397825,24.295750,2.471482,5095.008641,2927.444702,1.740429,5.095009,2.927445,5787.831899,3135.353150,1.845990,5.787832,3.135353,0.135981,0.060653,ok,
5210.100000,2,lab,0.116000,Phi_ND,0.104000,0.111000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,4,0.167236,33.355369,20.057000,48.663173,23.490298,2.445453,4957.360676,2863.870430,1.731000,4.957361,2.863870,5719.008939,3099.307352,1.845254,5.719009,3.099307,0.153640,0.066004,ok,
5210.480000,2,lab,0.116000,Phi_ND,0.114000,0.112000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,4,0.167236,33.355369,20.057000,48.663173,23.490298,2.445453,4957.360676,2863.870430,1.731000,4.957361,2.863870,5719.008939,3099.307352,1.845254,5.719009,3.099307,0.153640,0.066004,ok,
5210.670000,2,lab,0.123000,Phi_ND,0.118000,0.137000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,4,0.167236,32.394589,19.686267,47.511072,23.080824,2.426088,4916.483704,2848.579879,1.725942,4.916484,2.848580,5680.510873,3084.411952,1.841684,5.680511,3.084412,0.155401,0.067060,ok,
5210.860000,1,lab,0.142000,Phi_ND,0.122000,0.093000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,4,0.168170,29.313440,18.576659,44.959497,22.330345,2.379945,4766.989169,2793.832219,1.706255,4.766989,2.793832,5603.683120,3063.121580,1.829403,5.603683,3.063122,0.175518,0.072175,ok,
5211.240000,1,lab,0.134000,Phi_ND,0.118000,0.103000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,4,0.168170,31.060304,19.299329,46.258406,22.807873,2.402136,4862.365823,2834.472914,1.715439,4.862366,2.834473,5649.510765,3081.368291,1.833442,5.649511,3.081368,0.161885,0.068789,ok,
5211.620000,2,lab,0.086000,Phi_ND,0.082000,0.075000,0.167236,69.146581,30.207057,2.766349,m3_hier_joint_vp_vs,4,0.167236,39.793837,22.369772,53.709272,25.239532,2.528443,5247.362317,2974.433071,1.764155,5.247362,2.974433,5878.068681,3159.468792,1.860461,5.878069,3.159469,0.120195,0.054590,ok,
5212.960000,1,lab,0.079000,Phi_ND,0.059000,0.090000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,4,0.168170,42.834099,23.578183,55.525297,26.072771,2.554697,5391.901573,3037.984206,1.774829,5.391902,3.037984,5944.943667,3194.654798,1.860903,5.944944,3.194655,0.102569,0.048497,ok,
5213.150000,3,lab,0.070000,Phi_ND,0.061000,0.104000,0.168006,68.022153,29.385677,2.754277,m3_hier_joint_vp_vs,2,0.168006,42.739809,22.964815,55.479013,25.460688,2.561478,5351.593063,2994.237127,1.787298,5.351593,2.994237,5908.647355,3152.751816,1.874124,5.908647,3.152752,0.104091,0.048580,ok,
5213.340000,1,lab,0.061000,Phi_ND,0.060000,0.066000,0.168170,69.858997,30.711901,2.773829,m3_hier_joint_vp_vs,4,0.168170,46.828200,24.834327,58.685385,27.134776,2.604625,5540.017797,3087.831228,1.794145,5.540018,3.087831,6035.045706,3227.680078,1.869778,6.035046,3.227680,0.089355,0.042155,ok,
