measurement_ratio,method,rmse_mean,rmse_std_across_seeds,rmse_sem,mae_mean,mae_std_across_seeds,relative_l2_mean,relative_l2_std_across_seeds,support_f1_mean,support_f1_std_across_seeds,n_seeds,n_test_samples_per_run,rmse_ci95_half,method_label
0.05,ae_regression_ub,0.01893150669797088,0.00021785911278161357,0.00012578101740987765,0.015687593883303416,0.00011306876515672644,0.24874794666773903,0.002135552860038229,,,3,49,0.0002465307941233602,"AE [u,b]"
0.05,ml_only,0.02422827591508764,0.0014010378417218955,0.0008088895750629887,0.01959932244555655,0.0011177267443415455,0.3306554837481156,0.022226785536470298,,,3,49,0.0015854235671234579,ML only
0.05,mlp_concat_ub,0.19306172560660104,0.012450422176563102,0.007188254595163194,0.15525570304788858,0.009685164375855261,2.6932545572123314,0.16849581005040026,,,3,49,0.014088979006519859,"MLP [u,b]"
0.05,mlp_prior_csgm,0.018332807720542493,0.00036213412084138666,0.00020907823215052305,0.014771254843538669,0.00029521156215459965,0.24266144396127343,0.0053294054316897705,,,3,49,0.0004097933350150252,CLP-CSGM MLP
0.05,pca_regression_ub,0.14211132904719853,0.009126570706627354,0.005269228054249456,0.11447257253126193,0.007410699947690983,1.992494985006667,0.15955888457347814,,,3,49,0.010327686986328934,"PCA [u,b]"
0.1,ae_regression_ub,0.01802344317317665,0.0008488963471640779,0.0004901105345492704,0.014866845370952037,0.0007366458348663273,0.23455548229554904,0.012116803324657081,,,3,49,0.0009606166477165699,"AE [u,b]"
0.1,ml_only,0.02422827591508764,0.0014010378417218955,0.0008088895750629887,0.01959932244555655,0.0011177267443415455,0.3306554837481156,0.022226785536470298,,,3,49,0.0015854235671234579,ML only
0.1,mlp_concat_ub,0.190475950155372,0.024442948070504695,0.01411214264829393,0.15414741053145584,0.019016989154172496,2.633069888543958,0.37152052502008065,,,3,49,0.027659799590656103,"MLP [u,b]"
0.1,mlp_prior_csgm,0.0175365532347633,0.0012252776823190312,0.0007074143997189335,0.013838937748043428,0.0007945844972177454,0.23126363667275088,0.015377860787935769,,,3,49,0.0013865322234491097,CLP-CSGM MLP
0.1,pca_regression_ub,0.14666261428320082,0.009012133547860679,0.0052031577298302205,0.11819403873511332,0.0072670694717280535,2.076202544448021,0.1271026814353488,,,3,49,0.010198189150467232,"PCA [u,b]"
0.2,ae_regression_ub,0.018217276327445665,0.00047630644324172177,0.0002749956532223613,0.015068406767568933,0.0005430100201437248,0.23617789801243602,0.009741221121444295,,,3,49,0.0005389914803158281,"AE [u,b]"
0.2,ml_only,0.02422827591508764,0.0014010378417218955,0.0008088895750629887,0.01959932244555655,0.0011177267443415455,0.3306554837481156,0.022226785536470298,,,3,49,0.0015854235671234579,ML only
0.2,mlp_concat_ub,0.21191280416762545,0.022883160592740644,0.013211598928128248,0.17017203263232672,0.01892064173251142,2.907131649842611,0.3848392644528626,,,3,49,0.025894733899131366,"MLP [u,b]"
0.2,mlp_prior_csgm,0.014073358248174794,0.0002344202052182177,0.00013534256858622532,0.011230837021425834,0.00023233551834104401,0.18672342970502598,0.006096488872447361,,,3,49,0.00026527143442900164,CLP-CSGM MLP
0.2,pca_regression_ub,0.12936725614835035,0.009577223154864964,0.005529412366550404,0.10393673498037866,0.008105149953363654,1.826655811657867,0.1493555295547285,,,3,49,0.010837648238438791,"PCA [u,b]"
